Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
"Harusnya dampingi pelaku, ya pengacara nya aja... Klw pihak sekolah NETRAL... Serahkan semua kepada HUKuM...",Harusnya dampingi pelaku ya pengacara nya aja Klw pihak sekolah NETRAL Serahkan semua kepada HUKuM,harusnya dampingi pelaku ya pengacara nya aja klw pihak sekolah netral serahkan semua kepada hukum,"['harusnya', 'dampingi', 'pelaku', 'ya', 'pengacara', 'nya', 'aja', 'klw', 'pihak', 'sekolah', 'netral', 'serahkan', 'semua', 'kepada', 'hukum']","['harusnya', 'dampingi', 'pelaku', 'ya', 'pengacara', 'nya', 'aja', 'kalau', 'pihak', 'sekolah', 'netral', 'serahkan', 'semua', 'kepada', 'hukum']","['dampingi', 'pelaku', 'ya', 'pengacara', 'nya', 'aja', 'sekolah', 'netral', 'serahkan', 'hukum']","['damping', 'laku', 'ya', 'acara', 'nya', 'aja', 'sekolah', 'netral', 'serah', 'hukum']",damping laku ya acara nya aja sekolah netral serah hukum
Mungkin banyak Uang tersangka jadi Wali kelas/Kepala Sekolahnya malah membantu tersangka,Mungkin banyak Uang tersangka jadi Wali kelas Kepala Sekolahnya malah membantu tersangka,mungkin banyak uang tersangka jadi wali kelas kepala sekolahnya malah membantu tersangka,"['mungkin', 'banyak', 'uang', 'tersangka', 'jadi', 'wali', 'kelas', 'kepala', 'sekolahnya', 'malah', 'membantu', 'tersangka']","['mungkin', 'banyak', 'uang', 'tersangka', 'jadi', 'wali', 'kelas', 'kepala', 'sekolahnya', 'malah', 'membantu', 'tersangka']","['uang', 'tersangka', 'wali', 'kelas', 'kepala', 'sekolahnya', 'membantu', 'tersangka']","['uang', 'sangka', 'wali', 'kelas', 'kepala', 'sekolah', 'bantu', 'sangka']",uang sangka wali kelas kepala sekolah bantu sangka
İni kejadian nya Şama dengan al Azhar Pejaten anak sy juga jadi korban dan spt nya mesti sy Viralkan juga spt ini ya @sma.alpus3 @sunankalijaga_sh @heidysunan,ni kejadian nya ama dengan al Azhar Pejaten anak sy juga jadi korban dan spt nya mesti sy Viralkan juga spt ini ya alpus sh,ni kejadian nya ama dengan al azhar pejaten anak sy juga jadi korban dan spt nya mesti sy viralkan juga spt ini ya alpus sh,"['ni', 'kejadian', 'nya', 'ama', 'dengan', 'al', 'azhar', 'pejaten', 'anak', 'sy', 'juga', 'jadi', 'korban', 'dan', 'spt', 'nya', 'mesti', 'sy', 'viralkan', 'juga', 'spt', 'ini', 'ya', 'alpus', 'sh']","['ni', 'kejadian', 'nya', 'ama', 'dengan', 'al', 'azhar', 'pejaten', 'anak', 'sy', 'juga', 'jadi', 'korban', 'dan', 'seperti', 'nya', 'mesti', 'sy', 'viralkan', 'juga', 'seperti', 'ini', 'ya', 'alpus', 'sh']","['ni', 'kejadian', 'nya', 'ama', 'al', 'azhar', 'pejaten', 'anak', 'sy', 'korban', 'nya', 'mesti', 'sy', 'viralkan', 'ya', 'alpus', 'sh']","['ni', 'jadi', 'nya', 'ama', 'al', 'azhar', 'pejaten', 'anak', 'sy', 'korban', 'nya', 'mesti', 'sy', 'viralkan', 'ya', 'alpus', 'sh']",ni jadi nya ama al azhar pejaten anak sy korban nya mesti sy viralkan ya alpus sh
Ya kebalik harusnya yg dilindung korban. Ini walikeasnulya layakdicyduk juga sih,Ya kebalik harusnya yg dilindung korban Ini walikeasnulya layakdicyduk juga sih,ya kebalik harusnya yg dilindung korban ini walikeasnulya layakdicyduk juga sih,"['ya', 'kebalik', 'harusnya', 'yg', 'dilindung', 'korban', 'ini', 'walikeasnulya', 'layakdicyduk', 'juga', 'sih']","['ya', 'kebalik', 'harusnya', 'yang', 'dilindung', 'korban', 'ini', 'walikeasnulya', 'layakdicyduk', 'juga', 'sih']","['ya', 'kebalik', 'dilindung', 'korban', 'walikeasnulya', 'layakdicyduk', 'sih']","['ya', 'balik', 'lindung', 'korban', 'walikeasnulya', 'layakdicyduk', 'sih']",ya balik lindung korban walikeasnulya layakdicyduk sih
"ayoooo , semangatttt bapak !!",ayoo semangatt bapak,ayoo semangatt bapak,"['ayoo', 'semangatt', 'bapak']","['ayoo', 'semangatt', 'bapak']","['ayoo', 'semangatt']","['ayoo', 'semangatt']",ayoo semangatt
It sgtu ayah nya pengcra gmn yg miskin😢,It sgtu ayah nya pengcra gmn yg miskin,it sgtu ayah nya pengcra gmn yg miskin,"['it', 'sgtu', 'ayah', 'nya', 'pengcra', 'gmn', 'yg', 'miskin']","['it', 'sgtu', 'ayah', 'nya', 'pengcra', 'gmn', 'yang', 'miskin']","['it', 'sgtu', 'ayah', 'nya', 'pengcra', 'gmn', 'miskin']","['it', 'sgtu', 'ayah', 'nya', 'pengcra', 'gmn', 'miskin']",it sgtu ayah nya pengcra gmn miskin
sekolah sekarang klo gak bully ya ngentod,sekolah sekarang klo gak bully ya ngentod,sekolah sekarang klo gak bully ya ngentod,"['sekolah', 'sekarang', 'klo', 'gak', 'bully', 'ya', 'ngentod']","['sekolah', 'sekarang', 'kalau', 'enggak', 'bully', 'ya', 'ngentod']","['sekolah', 'bully', 'ya', 'ngentod']","['sekolah', 'bully', 'ya', 'ngentod']",sekolah bully ya ngentod
Ah.. Yang penting mah kan musim orang dalam.... 😂😂,Ah Yang penting mah kan musim orang dalam,ah yang penting mah kan musim orang dalam,"['ah', 'yang', 'penting', 'mah', 'kan', 'musim', 'orang', 'dalam']","['ah', 'yang', 'penting', 'mah', 'kan', 'musim', 'orang', 'dalam']","['ah', 'mah', 'musim', 'orang']","['ah', 'mah', 'musim', 'orang']",ah mah musim orang
"ribet ceritanya , apabila bertindak sesuatu pikirkan matang², ntar dampaknya banyak yg tercemar.",ribet ceritanya apabila bertindak sesuatu pikirkan matang ntar dampaknya banyak yg tercemar,ribet ceritanya apabila bertindak sesuatu pikirkan matang ntar dampaknya banyak yg tercemar,"['ribet', 'ceritanya', 'apabila', 'bertindak', 'sesuatu', 'pikirkan', 'matang', 'ntar', 'dampaknya', 'banyak', 'yg', 'tercemar']","['ribet', 'ceritanya', 'apabila', 'bertindak', 'sesuatu', 'pikirkan', 'matang', 'nanti', 'dampaknya', 'banyak', 'yang', 'tercemar']","['ribet', 'ceritanya', 'bertindak', 'pikirkan', 'matang', 'dampaknya', 'tercemar']","['ribet', 'cerita', 'tindak', 'pikir', 'matang', 'dampak', 'cemar']",ribet cerita tindak pikir matang dampak cemar
"Sebenarnya pembulian dari dulu ada ,hanya saja sekarang canggih jadi lebih ke up",Sebenarnya pembulian dari dulu ada hanya saja sekarang canggih jadi lebih ke up,sebenarnya pembulian dari dulu ada hanya saja sekarang canggih jadi lebih ke up,"['sebenarnya', 'pembulian', 'dari', 'dulu', 'ada', 'hanya', 'saja', 'sekarang', 'canggih', 'jadi', 'lebih', 'ke', 'up']","['sebenarnya', 'pembulian', 'dari', 'dulu', 'ada', 'hanya', 'saja', 'sekarang', 'canggih', 'jadi', 'lebih', 'ke', 'up']","['pembulian', 'canggih', 'up']","['bulian', 'canggih', 'up']",bulian canggih up
Ada udang dibalik bakwan,Ada udang dibalik bakwan,ada udang dibalik bakwan,"['ada', 'udang', 'dibalik', 'bakwan']","['ada', 'udang', 'dibalik', 'bakwan']","['udang', 'dibalik', 'bakwan']","['udang', 'balik', 'bakwan']",udang balik bakwan
Kang ojek ga keliatan nongol neh skrng😂,Kang ojek ga keliatan nongol neh skrng,kang ojek ga keliatan nongol neh skrng,"['kang', 'ojek', 'ga', 'keliatan', 'nongol', 'neh', 'skrng']","['kang', 'ojek', 'enggak', 'keliatan', 'nongol', 'neh', 'sekarang']","['kang', 'ojek', 'keliatan', 'nongol', 'neh']","['kang', 'ojek', 'liat', 'nongol', 'neh']",kang ojek liat nongol neh
Habis gni home schooling laris manis...krn skola umum isinya ga mendidik,Habis gni home schooling laris manis krn skola umum isinya ga mendidik,habis gni home schooling laris manis krn skola umum isinya ga mendidik,"['habis', 'gni', 'home', 'schooling', 'laris', 'manis', 'krn', 'skola', 'umum', 'isinya', 'ga', 'mendidik']","['habis', 'gni', 'home', 'schooling', 'laris', 'manis', 'karena', 'skola', 'umum', 'isinya', 'enggak', 'mendidik']","['habis', 'gni', 'home', 'schooling', 'laris', 'manis', 'skola', 'isinya', 'mendidik']","['habis', 'gni', 'home', 'schooling', 'laris', 'manis', 'skola', 'isi', 'didik']",habis gni home schooling laris manis skola isi didik
"Spilll dong pelakunya siapa,pak.pengen tau kita sekuat apa power orangtuanya",Spill dong pelakunya siapa pak pengen tau kita sekuat apa power orangtuanya,spill dong pelakunya siapa pak pengen tau kita sekuat apa power orangtuanya,"['spill', 'dong', 'pelakunya', 'siapa', 'pak', 'pengen', 'tau', 'kita', 'sekuat', 'apa', 'power', 'orangtuanya']","['spill', 'dong', 'pelakunya', 'siapa', 'pak', 'pengen', 'tau', 'kita', 'sekuat', 'apa', 'power', 'orangtuanya']","['spill', 'pelakunya', 'pengen', 'tau', 'sekuat', 'power', 'orangtuanya']","['spill', 'laku', 'ken', 'tau', 'kuat', 'power', 'orangtuanya']",spill laku ken tau kuat power orangtuanya
aneh aja sekolah dan wali kelas malah mendampibgi pelaku.. gak mikir mental korban ... 🔥🔥,aneh aja sekolah dan wali kelas malah mendampibgi pelaku gak mikir mental korban,aneh aja sekolah dan wali kelas malah mendampibgi pelaku gak mikir mental korban,"['aneh', 'aja', 'sekolah', 'dan', 'wali', 'kelas', 'malah', 'mendampibgi', 'pelaku', 'gak', 'mikir', 'mental', 'korban']","['aneh', 'aja', 'sekolah', 'dan', 'wali', 'kelas', 'malah', 'mendampibgi', 'pelaku', 'enggak', 'mikir', 'mental', 'korban']","['aneh', 'aja', 'sekolah', 'wali', 'kelas', 'mendampibgi', 'pelaku', 'mikir', 'mental', 'korban']","['aneh', 'aja', 'sekolah', 'wali', 'kelas', 'mendampibgi', 'laku', 'mikir', 'mental', 'korban']",aneh aja sekolah wali kelas mendampibgi laku mikir mental korban
Sekelas al azhar pun ga mampu ngurus murid..,Sekelas al azhar pun ga mampu ngurus murid,sekelas al azhar pun ga mampu ngurus murid,"['sekelas', 'al', 'azhar', 'pun', 'ga', 'mampu', 'ngurus', 'murid']","['sekelas', 'al', 'azhar', 'pun', 'enggak', 'mampu', 'ngurus', 'murid']","['sekelas', 'al', 'azhar', 'ngurus', 'murid']","['kelas', 'al', 'azhar', 'ngurus', 'murid']",kelas al azhar ngurus murid
Selevel Al Azhar😢bukannya itu sekolah Islam terpadu,Selevel Al Azhar bukannya itu sekolah Islam terpadu,selevel al azhar bukannya itu sekolah islam terpadu,"['selevel', 'al', 'azhar', 'bukannya', 'itu', 'sekolah', 'islam', 'terpadu']","['selevel', 'al', 'azhar', 'bukannya', 'itu', 'sekolah', 'islam', 'terpadu']","['selevel', 'al', 'azhar', 'sekolah', 'islam', 'terpadu']","['level', 'al', 'azhar', 'sekolah', 'islam', 'padu']",level al azhar sekolah islam padu
"Kawal trs pak, anda pengacara korban pun anak anda sendiri..semangat cari keadilan🔥🔥🔥",Kawal trs pak anda pengacara korban pun anak anda sendiri semangat cari keadilan,kawal trs pak anda pengacara korban pun anak anda sendiri semangat cari keadilan,"['kawal', 'trs', 'pak', 'anda', 'pengacara', 'korban', 'pun', 'anak', 'anda', 'sendiri', 'semangat', 'cari', 'keadilan']","['kawal', 'terus', 'pak', 'anda', 'pengacara', 'korban', 'pun', 'anak', 'anda', 'sendiri', 'semangat', 'cari', 'keadilan']","['kawal', 'pengacara', 'korban', 'anak', 'semangat', 'cari', 'keadilan']","['kawal', 'acara', 'korban', 'anak', 'semangat', 'cari', 'adil']",kawal acara korban anak semangat cari adil
Aneh maneh sekolah membela pelaku. We..wes..wes.,Aneh maneh sekolah membela pelaku We wes wes,aneh maneh sekolah membela pelaku we wes wes,"['aneh', 'maneh', 'sekolah', 'membela', 'pelaku', 'we', 'wes', 'wes']","['aneh', 'maneh', 'sekolah', 'membela', 'pelaku', 'we', 'wes', 'wes']","['aneh', 'maneh', 'sekolah', 'membela', 'pelaku', 'we', 'wes', 'wes']","['aneh', 'maneh', 'sekolah', 'bela', 'laku', 'we', 'wes', 'wes']",aneh maneh sekolah bela laku we wes wes
"Kak Seto mana, KPAI mana",Kak Seto mana KPAI mana,kak seto mana kpai mana,"['kak', 'seto', 'mana', 'kpai', 'mana']","['kak', 'seto', 'mana', 'kpai', 'mana']","['kak', 'seto', 'kpai']","['kak', 'seto', 'kpai']",kak seto kpai
"Rasanya setiap ada kasus bullying pasti yang dilindungi tuh pelakunya aneh, apa karena takut nama sekolah nya jadi jelek?",Rasanya setiap ada kasus bullying pasti yang dilindungi tuh pelakunya aneh apa karena takut nama sekolah nya jadi jelek,rasanya setiap ada kasus bullying pasti yang dilindungi tuh pelakunya aneh apa karena takut nama sekolah nya jadi jelek,"['rasanya', 'setiap', 'ada', 'kasus', 'bullying', 'pasti', 'yang', 'dilindungi', 'tuh', 'pelakunya', 'aneh', 'apa', 'karena', 'takut', 'nama', 'sekolah', 'nya', 'jadi', 'jelek']","['rasanya', 'setiap', 'ada', 'kasus', 'bullying', 'pasti', 'yang', 'dilindungi', 'tuh', 'pelakunya', 'aneh', 'apa', 'karena', 'takut', 'nama', 'sekolah', 'nya', 'jadi', 'jelek']","['bullying', 'dilindungi', 'tuh', 'pelakunya', 'aneh', 'takut', 'nama', 'sekolah', 'nya', 'jelek']","['bullying', 'lindung', 'tuh', 'laku', 'aneh', 'takut', 'nama', 'sekolah', 'nya', 'jelek']",bullying lindung tuh laku aneh takut nama sekolah nya jelek
Kronologinya gmn,Kronologinya gmn,kronologinya gmn,"['kronologinya', 'gmn']","['kronologinya', 'gmn']","['kronologinya', 'gmn']","['kronologi', 'gmn']",kronologi gmn
Dari suami...anak kita yg keluar dari sekolah itu...sekolah dan lingkungan yg lebih baik masih banyak,Dari suami anak kita yg keluar dari sekolah itu sekolah dan lingkungan yg lebih baik masih banyak,dari suami anak kita yg keluar dari sekolah itu sekolah dan lingkungan yg lebih baik masih banyak,"['dari', 'suami', 'anak', 'kita', 'yg', 'keluar', 'dari', 'sekolah', 'itu', 'sekolah', 'dan', 'lingkungan', 'yg', 'lebih', 'baik', 'masih', 'banyak']","['dari', 'suami', 'anak', 'kita', 'yang', 'keluar', 'dari', 'sekolah', 'itu', 'sekolah', 'dan', 'lingkungan', 'yang', 'lebih', 'baik', 'masih', 'banyak']","['suami', 'anak', 'sekolah', 'sekolah', 'lingkungan']","['suami', 'anak', 'sekolah', 'sekolah', 'lingkung']",suami anak sekolah sekolah lingkung
"""Dampingi tsk utk kelancaran proses peradilan"", statement macam apa ini 😂😂😂😂",Dampingi tsk utk kelancaran proses peradilan statement macam apa ini,dampingi tsk utk kelancaran proses peradilan statement macam apa ini,"['dampingi', 'tsk', 'utk', 'kelancaran', 'proses', 'peradilan', 'statement', 'macam', 'apa', 'ini']","['dampingi', 'tsk', 'untuk', 'kelancaran', 'proses', 'peradilan', 'statement', 'macam', 'apa', 'ini']","['dampingi', 'tsk', 'kelancaran', 'proses', 'peradilan', 'statement']","['damping', 'tsk', 'lancar', 'proses', 'adil', 'statement']",damping tsk lancar proses adil statement
Ini baru bener harus di lawan,Ini baru bener harus di lawan,ini baru bener harus di lawan,"['ini', 'baru', 'bener', 'harus', 'di', 'lawan']","['ini', 'baru', 'bener', 'harus', 'di', 'lawan']","['bener', 'lawan']","['bener', 'lawan']",bener lawan
beri hukum tegas buat pelaku perundungan SEMUA UMUR TANPA TERKECUALI,beri hukum tegas buat pelaku perundungan SEMUA UMUR TANPA TERKECUALI,beri hukum tegas buat pelaku perundungan semua umur tanpa terkecuali,"['beri', 'hukum', 'tegas', 'buat', 'pelaku', 'perundungan', 'semua', 'umur', 'tanpa', 'terkecuali']","['beri', 'hukum', 'tegas', 'buat', 'pelaku', 'perundungan', 'semua', 'umur', 'tanpa', 'terkecuali']","['hukum', 'pelaku', 'perundungan', 'umur', 'terkecuali']","['hukum', 'laku', 'rundung', 'umur', 'kecuali']",hukum laku rundung umur kecuali
P. A. R. A. Hbanget hati hati untuk menyekolahkan putra putri kita..,Hbanget hati hati untuk menyekolahkan putra putri kita,hbanget hati hati untuk menyekolahkan putra putri kita,"['hbanget', 'hati', 'hati', 'untuk', 'menyekolahkan', 'putra', 'putri', 'kita']","['hbanget', 'hati', 'hati', 'untuk', 'menyekolahkan', 'putra', 'putri', 'kita']","['hbanget', 'hati', 'hati', 'menyekolahkan', 'putra', 'putri']","['hbanget', 'hati', 'hati', 'sekolah', 'putra', 'putri']",hbanget hati hati sekolah putra putri
Apa kabar mentri pendidikan,Apa kabar mentri pendidikan,apa kabar mentri pendidikan,"['apa', 'kabar', 'mentri', 'pendidikan']","['apa', 'kabar', 'mentri', 'pendidikan']","['kabar', 'mentri', 'pendidikan']","['kabar', 'tri', 'didik']",kabar tri didik
"Bahaya anak sekolah disini,, tidak bertanggung jawab secara moral para pendidik nya, apalagi kepala sekolah..",Bahaya anak sekolah disini tidak bertanggung jawab secara moral para pendidik nya apalagi kepala sekolah,bahaya anak sekolah disini tidak bertanggung jawab secara moral para pendidik nya apalagi kepala sekolah,"['bahaya', 'anak', 'sekolah', 'disini', 'tidak', 'bertanggung', 'jawab', 'secara', 'moral', 'para', 'pendidik', 'nya', 'apalagi', 'kepala', 'sekolah']","['bahaya', 'anak', 'sekolah', 'disini', 'tidak', 'bertanggung', 'jawab', 'secara', 'moral', 'para', 'pendidik', 'nya', 'apalagi', 'kepala', 'sekolah']","['bahaya', 'anak', 'sekolah', 'bertanggung', 'moral', 'pendidik', 'nya', 'kepala', 'sekolah']","['bahaya', 'anak', 'sekolah', 'tanggung', 'moral', 'didik', 'nya', 'kepala', 'sekolah']",bahaya anak sekolah tanggung moral didik nya kepala sekolah
Dunia pendidikan sekarang sdg tdk baik² saja 😢,Dunia pendidikan sekarang sdg tdk baik saja,dunia pendidikan sekarang sdg tdk baik saja,"['dunia', 'pendidikan', 'sekarang', 'sdg', 'tdk', 'baik', 'saja']","['dunia', 'pendidikan', 'sekarang', 'sdg', 'tidak', 'baik', 'saja']","['dunia', 'pendidikan', 'sdg']","['dunia', 'didik', 'sdg']",dunia didik sdg
Kepsek nya pilih kasih..,Kepsek nya pilih kasih,kepsek nya pilih kasih,"['kepsek', 'nya', 'pilih', 'kasih']","['kepsek', 'nya', 'pilih', 'kasih']","['kepsek', 'nya', 'pilih', 'kasih']","['kepsek', 'nya', 'pilih', 'kasih']",kepsek nya pilih kasih
Heiiiii NADIEM kemana kauu ????? Inikah impact dari kurikulum merdeka???,Heii NADIEM kemana kauu Inikah impact dari kurikulum merdeka,heii nadiem kemana kauu inikah impact dari kurikulum merdeka,"['heii', 'nadiem', 'kemana', 'kauu', 'inikah', 'impact', 'dari', 'kurikulum', 'merdeka']","['heii', 'nadiem', 'kemana', 'kauu', 'inikah', 'impact', 'dari', 'kurikulum', 'merdeka']","['heii', 'nadiem', 'kemana', 'kauu', 'impact', 'kurikulum', 'merdeka']","['heii', 'nadiem', 'mana', 'kauu', 'impact', 'kurikulum', 'merdeka']",heii nadiem mana kauu impact kurikulum merdeka
Menjaga agar amplop tetap tebal mslh reputasi belakangan😂😂,Menjaga agar amplop tetap tebal mslh reputasi belakangan,menjaga agar amplop tetap tebal mslh reputasi belakangan,"['menjaga', 'agar', 'amplop', 'tetap', 'tebal', 'mslh', 'reputasi', 'belakangan']","['menjaga', 'agar', 'amplop', 'tetap', 'tebal', 'mslh', 'reputasi', 'belakangan']","['menjaga', 'amplop', 'tebal', 'mslh', 'reputasi']","['jaga', 'amplop', 'tebal', 'mslh', 'reputasi']",jaga amplop tebal mslh reputasi
Mang kharim nya ke mana ya,Mang kharim nya ke mana ya,mang kharim nya ke mana ya,"['mang', 'kharim', 'nya', 'ke', 'mana', 'ya']","['mang', 'kharim', 'nya', 'ke', 'mana', 'ya']","['mang', 'kharim', 'nya', 'ya']","['mang', 'kharim', 'nya', 'ya']",mang kharim nya ya
Ajarin bela diri pa anaknya 😇 trus di rumah sajikan alat alat bela diri 😍 pasti maco,Ajarin bela diri pa anaknya trus di rumah sajikan alat alat bela diri pasti maco,ajarin bela diri pa anaknya trus di rumah sajikan alat alat bela diri pasti maco,"['ajarin', 'bela', 'diri', 'pa', 'anaknya', 'trus', 'di', 'rumah', 'sajikan', 'alat', 'alat', 'bela', 'diri', 'pasti', 'maco']","['ajarin', 'bela', 'diri', 'pa', 'anaknya', 'terus', 'di', 'rumah', 'sajikan', 'alat', 'alat', 'bela', 'diri', 'pasti', 'maco']","['ajarin', 'bela', 'pa', 'anaknya', 'rumah', 'sajikan', 'alat', 'alat', 'bela', 'maco']","['ajarin', 'bela', 'pa', 'anak', 'rumah', 'saji', 'alat', 'alat', 'bela', 'maco']",ajarin bela pa anak rumah saji alat alat bela maco
Mungkin gak suka sama pengacara yang suka teriak teriak itu,Mungkin gak suka sama pengacara yang suka teriak teriak itu,mungkin gak suka sama pengacara yang suka teriak teriak itu,"['mungkin', 'gak', 'suka', 'sama', 'pengacara', 'yang', 'suka', 'teriak', 'teriak', 'itu']","['mungkin', 'enggak', 'suka', 'sama', 'pengacara', 'yang', 'suka', 'teriak', 'teriak', 'itu']","['suka', 'pengacara', 'suka', 'teriak', 'teriak']","['suka', 'acara', 'suka', 'teriak', 'teriak']",suka acara suka teriak teriak
Menteri pendidikan lg nunggu makan siang,Menteri pendidikan lg nunggu makan siang,menteri pendidikan lg nunggu makan siang,"['menteri', 'pendidikan', 'lg', 'nunggu', 'makan', 'siang']","['menteri', 'pendidikan', 'lagi', 'nunggu', 'makan', 'siang']","['menteri', 'pendidikan', 'nunggu', 'makan', 'siang']","['menteri', 'didik', 'nunggu', 'makan', 'siang']",menteri didik nunggu makan siang
"ya allah sekelas al azhar loh bs ada kya gini jg,apakabar dg sklh negri n sklh d bwh rate,anak sunan x jaga pula,duh dunia pnddkn gmn mw maju negri ini",ya allah sekelas al azhar loh bs ada kya gini jg apakabar dg sklh negri sklh bwh rate anak sunan jaga pula duh dunia pnddkn gmn mw maju negri ini,ya allah sekelas al azhar loh bs ada kya gini jg apakabar dg sklh negri sklh bwh rate anak sunan jaga pula duh dunia pnddkn gmn mw maju negri ini,"['ya', 'allah', 'sekelas', 'al', 'azhar', 'loh', 'bs', 'ada', 'kya', 'gini', 'jg', 'apakabar', 'dg', 'sklh', 'negri', 'sklh', 'bwh', 'rate', 'anak', 'sunan', 'jaga', 'pula', 'duh', 'dunia', 'pnddkn', 'gmn', 'mw', 'maju', 'negri', 'ini']","['ya', 'allah', 'sekelas', 'al', 'azhar', 'loh', 'bisa', 'ada', 'kya', 'gini', 'juga', 'apakabar', 'dengan', 'sklh', 'negri', 'sklh', 'bwh', 'rate', 'anak', 'sunan', 'jaga', 'pula', 'aduh', 'dunia', 'pnddkn', 'gmn', 'mw', 'maju', 'negri', 'ini']","['ya', 'allah', 'sekelas', 'al', 'azhar', 'loh', 'kya', 'gini', 'apakabar', 'sklh', 'negri', 'sklh', 'bwh', 'rate', 'anak', 'sunan', 'jaga', 'aduh', 'dunia', 'pnddkn', 'gmn', 'mw', 'maju', 'negri']","['ya', 'allah', 'kelas', 'al', 'azhar', 'loh', 'kya', 'gin', 'apakabar', 'sklh', 'negri', 'sklh', 'bwh', 'rate', 'anak', 'sunan', 'jaga', 'aduh', 'dunia', 'pnddkn', 'gmn', 'mw', 'maju', 'negri']",ya allah kelas al azhar loh kya gin apakabar sklh negri sklh bwh rate anak sunan jaga aduh dunia pnddkn gmn mw maju negri
Gasssssssssss Mas Sunan. Pasti hanya dianggap masalah biasa dan sepele bagi pihak sekolah. 🔥🔥,Gass Mas Sunan Pasti hanya dianggap masalah biasa dan sepele bagi pihak sekolah,gass mas sunan pasti hanya dianggap masalah biasa dan sepele bagi pihak sekolah,"['gass', 'mas', 'sunan', 'pasti', 'hanya', 'dianggap', 'masalah', 'biasa', 'dan', 'sepele', 'bagi', 'pihak', 'sekolah']","['gass', 'mas', 'sunan', 'pasti', 'hanya', 'dianggap', 'masalah', 'biasa', 'dan', 'sepele', 'bagi', 'pihak', 'sekolah']","['gass', 'mas', 'sunan', 'dianggap', 'sepele', 'sekolah']","['gass', 'mas', 'sunan', 'anggap', 'sepele', 'sekolah']",gass mas sunan anggap sepele sekolah
Duit nya lebih banyak kali👏👏👏👏,Duit nya lebih banyak kali,duit nya lebih banyak kali,"['duit', 'nya', 'lebih', 'banyak', 'kali']","['duit', 'nya', 'lebih', 'banyak', 'kali']","['duit', 'nya', 'kali']","['duit', 'nya', 'kali']",duit nya kali
Wajarlah sunan marah.mana nih menteri pendidikan???,Wajarlah sunan marah mana nih menteri pendidikan,wajarlah sunan marah mana nih menteri pendidikan,"['wajarlah', 'sunan', 'marah', 'mana', 'nih', 'menteri', 'pendidikan']","['wajarlah', 'sunan', 'marah', 'mana', 'ini', 'menteri', 'pendidikan']","['wajarlah', 'sunan', 'marah', 'menteri', 'pendidikan']","['wajar', 'sunan', 'marah', 'menteri', 'didik']",wajar sunan marah menteri didik
"Ahh...Al azhar😂 Wajar sih...Kyk UIN...Agama ditiangin otak bukan di hati rek,woilahh😂",Ahh Al azhar Wajar sih Kyk UIN Agama ditiangin otak bukan di hati rek woilahh,ahh al azhar wajar sih kyk uin agama ditiangin otak bukan di hati rek woilahh,"['ahh', 'al', 'azhar', 'wajar', 'sih', 'kyk', 'uin', 'agama', 'ditiangin', 'otak', 'bukan', 'di', 'hati', 'rek', 'woilahh']","['ahh', 'al', 'azhar', 'wajar', 'sih', 'kayak', 'uin', 'agama', 'ditiangin', 'otak', 'bukan', 'di', 'hati', 'rek', 'woilahh']","['ahh', 'al', 'azhar', 'wajar', 'sih', 'kayak', 'uin', 'agama', 'ditiangin', 'otak', 'hati', 'rek', 'woilahh']","['ahh', 'al', 'azhar', 'wajar', 'sih', 'kayak', 'uin', 'agama', 'ditiangin', 'otak', 'hati', 'rek', 'woilahh']",ahh al azhar wajar sih kayak uin agama ditiangin otak hati rek woilahh
