Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Diluar nurul apa yg dilakukan wali kelas/wakil sekolah,Diluar nurul apa yg dilakukan wali kelas wakil sekolah,diluar nurul apa yg dilakukan wali kelas wakil sekolah,"['diluar', 'nurul', 'apa', 'yg', 'dilakukan', 'wali', 'kelas', 'wakil', 'sekolah']","['diluar', 'nurul', 'apa', 'yang', 'dilakukan', 'wali', 'kelas', 'wakil', 'sekolah']","['diluar', 'nurul', 'wali', 'kelas', 'wakil', 'sekolah']","['luar', 'nurul', 'wali', 'kelas', 'wakil', 'sekolah']",luar nurul wali kelas wakil sekolah
Mentri Pendidikan dari kmrn byk bgt kasus anak sekolah pd gak beres meneng2 baaeee...,Mentri Pendidikan dari kmrn byk bgt kasus anak sekolah pd gak beres meneng baaee,mentri pendidikan dari kmrn byk bgt kasus anak sekolah pd gak beres meneng baaee,"['mentri', 'pendidikan', 'dari', 'kmrn', 'byk', 'bgt', 'kasus', 'anak', 'sekolah', 'pd', 'gak', 'beres', 'meneng', 'baaee']","['mentri', 'pendidikan', 'dari', 'kemarin', 'byk', 'banget', 'kasus', 'anak', 'sekolah', 'percaya diri', 'enggak', 'beres', 'meneng', 'baaee']","['mentri', 'pendidikan', 'kemarin', 'byk', 'banget', 'anak', 'sekolah', 'percaya diri', 'beres', 'meneng', 'baaee']","['tri', 'didik', 'kemarin', 'byk', 'banget', 'anak', 'sekolah', 'percaya diri', 'beres', 'neng', 'baaee']",tri didik kemarin byk banget anak sekolah percaya diri beres neng baaee
"Guru ngene Iki serba salah, kelas GK ke urus, umek Karo PMM ngumpul sertifikat, supervisi dan lain lain utk target PMM. Dengan arah TDK jelas",Guru ngene Iki serba salah kelas GK ke urus umek Karo PMM ngumpul sertifikat supervisi dan lain lain utk target PMM Dengan arah TDK jelas,guru ngene iki serba salah kelas gk ke urus umek karo pmm ngumpul sertifikat supervisi dan lain lain utk target pmm dengan arah tdk jelas,"['guru', 'ngene', 'iki', 'serba', 'salah', 'kelas', 'gk', 'ke', 'urus', 'umek', 'karo', 'pmm', 'ngumpul', 'sertifikat', 'supervisi', 'dan', 'lain', 'lain', 'utk', 'target', 'pmm', 'dengan', 'arah', 'tdk', 'jelas']","['guru', 'ngene', 'iki', 'serba', 'salah', 'kelas', 'enggak', 'ke', 'urus', 'umek', 'karo', 'pmm', 'ngumpul', 'sertifikat', 'supervisi', 'dan', 'lain', 'lain', 'untuk', 'target', 'pmm', 'dengan', 'arah', 'tidak', 'jelas']","['guru', 'ngene', 'iki', 'serba', 'salah', 'kelas', 'urus', 'umek', 'karo', 'pmm', 'ngumpul', 'sertifikat', 'supervisi', 'target', 'pmm', 'arah']","['guru', 'ngene', 'iki', 'serba', 'salah', 'kelas', 'urus', 'umek', 'karo', 'pmm', 'ngumpul', 'sertifikat', 'supervisi', 'target', 'pmm', 'arah']",guru ngene iki serba salah kelas urus umek karo pmm ngumpul sertifikat supervisi target pmm arah
Menteri pendidikan gak pernah nongol ketika sudah banyak kasus pembullyan. @nadiemmakarim 🔥🔥🔥🔥🔥🔥,Menteri pendidikan gak pernah nongol ketika sudah banyak kasus pembullyan,menteri pendidikan gak pernah nongol ketika sudah banyak kasus pembullyan,"['menteri', 'pendidikan', 'gak', 'pernah', 'nongol', 'ketika', 'sudah', 'banyak', 'kasus', 'pembullyan']","['menteri', 'pendidikan', 'enggak', 'pernah', 'nongol', 'ketika', 'sudah', 'banyak', 'kasus', 'pembullyan']","['menteri', 'pendidikan', 'nongol', 'pembullyan']","['menteri', 'didik', 'nongol', 'pembullyan']",menteri didik nongol pembullyan
Sekelas Al azhar masih ada murid suka bully🙄,Sekelas Al azhar masih ada murid suka bully,sekelas al azhar masih ada murid suka bully,"['sekelas', 'al', 'azhar', 'masih', 'ada', 'murid', 'suka', 'bully']","['sekelas', 'al', 'azhar', 'masih', 'ada', 'murid', 'suka', 'bully']","['sekelas', 'al', 'azhar', 'murid', 'suka', 'bully']","['kelas', 'al', 'azhar', 'murid', 'suka', 'bully']",kelas al azhar murid suka bully
"hemmmm tapi kalo kepsek dan gurunya mendampingi, pengen tau deh ceritanya,  jangan jangan kek yg sudah sudah, pelaku pernah menjadi korban? dan korban adalah pelaku yg terselubung??",hemm tapi kalo kepsek dan gurunya mendampingi pengen tau deh ceritanya jangan jangan kek yg sudah sudah pelaku pernah menjadi korban dan korban adalah pelaku yg terselubung,hemm tapi kalo kepsek dan gurunya mendampingi pengen tau deh ceritanya jangan jangan kek yg sudah sudah pelaku pernah menjadi korban dan korban adalah pelaku yg terselubung,"['hemm', 'tapi', 'kalo', 'kepsek', 'dan', 'gurunya', 'mendampingi', 'pengen', 'tau', 'deh', 'ceritanya', 'jangan', 'jangan', 'kek', 'yg', 'sudah', 'sudah', 'pelaku', 'pernah', 'menjadi', 'korban', 'dan', 'korban', 'adalah', 'pelaku', 'yg', 'terselubung']","['hemm', 'tapi', 'kalau', 'kepsek', 'dan', 'gurunya', 'mendampingi', 'pengen', 'tau', 'deh', 'ceritanya', 'jangan', 'jangan', 'kayak', 'yang', 'sudah', 'sudah', 'pelaku', 'pernah', 'menjadi', 'korban', 'dan', 'korban', 'adalah', 'pelaku', 'yang', 'terselubung']","['hemm', 'kepsek', 'gurunya', 'mendampingi', 'pengen', 'tau', 'deh', 'ceritanya', 'kayak', 'pelaku', 'korban', 'korban', 'pelaku', 'terselubung']","['hemm', 'kepsek', 'guru', 'damping', 'ken', 'tau', 'deh', 'cerita', 'kayak', 'laku', 'korban', 'korban', 'laku', 'selubung']",hemm kepsek guru damping ken tau deh cerita kayak laku korban korban laku selubung
"Jaman gw sekolah dibuly biasa aja,nama bapak gw disebut2 gw biasa aja GK pakek ngadu 😂",Jaman gw sekolah dibuly biasa aja nama bapak gw disebut gw biasa aja GK pakek ngadu,jaman gw sekolah dibuly biasa aja nama bapak gw disebut gw biasa aja gk pakek ngadu,"['jaman', 'gw', 'sekolah', 'dibuly', 'biasa', 'aja', 'nama', 'bapak', 'gw', 'disebut', 'gw', 'biasa', 'aja', 'gk', 'pakek', 'ngadu']","['jaman', 'aku', 'sekolah', 'dibuly', 'biasa', 'aja', 'nama', 'bapak', 'aku', 'disebut', 'aku', 'biasa', 'aja', 'enggak', 'pakek', 'ngadu']","['jaman', 'sekolah', 'dibuly', 'aja', 'nama', 'aja', 'pakek', 'ngadu']","['jaman', 'sekolah', 'dibuly', 'aja', 'nama', 'aja', 'pakek', 'ngadu']",jaman sekolah dibuly aja nama aja pakek ngadu
Lbh mentingin nama baik andai kluarga atau anak mereka yg gtu,Lbh mentingin nama baik andai kluarga atau anak mereka yg gtu,lbh mentingin nama baik andai kluarga atau anak mereka yg gtu,"['lbh', 'mentingin', 'nama', 'baik', 'andai', 'kluarga', 'atau', 'anak', 'mereka', 'yg', 'gtu']","['lebih', 'mentingin', 'nama', 'baik', 'andai', 'kluarga', 'atau', 'anak', 'mereka', 'yang', 'gitu']","['mentingin', 'nama', 'andai', 'kluarga', 'anak', 'gitu']","['mentingin', 'nama', 'andai', 'kluarga', 'anak', 'gitu']",mentingin nama andai kluarga anak gitu
"Kekerasan fisik dan psikis sudah lama terjadi di dunia pendidikan.. Hal ini harus ditangani secara serius, karena kasihan banyak korban yang tidak terlindungi dan dibela",Kekerasan fisik dan psikis sudah lama terjadi di dunia pendidikan Hal ini harus ditangani secara serius karena kasihan banyak korban yang tidak terlindungi dan dibela,kekerasan fisik dan psikis sudah lama terjadi di dunia pendidikan hal ini harus ditangani secara serius karena kasihan banyak korban yang tidak terlindungi dan dibela,"['kekerasan', 'fisik', 'dan', 'psikis', 'sudah', 'lama', 'terjadi', 'di', 'dunia', 'pendidikan', 'hal', 'ini', 'harus', 'ditangani', 'secara', 'serius', 'karena', 'kasihan', 'banyak', 'korban', 'yang', 'tidak', 'terlindungi', 'dan', 'dibela']","['kekerasan', 'fisik', 'dan', 'psikis', 'sudah', 'lama', 'terjadi', 'di', 'dunia', 'pendidikan', 'hal', 'ini', 'harus', 'ditangani', 'secara', 'serius', 'karena', 'kasihan', 'banyak', 'korban', 'yang', 'tidak', 'terlindungi', 'dan', 'dibela']","['kekerasan', 'fisik', 'psikis', 'dunia', 'pendidikan', 'ditangani', 'serius', 'kasihan', 'korban', 'terlindungi', 'dibela']","['keras', 'fisik', 'psikis', 'dunia', 'didik', 'tangan', 'serius', 'kasihan', 'korban', 'lindung', 'bela']",keras fisik psikis dunia didik tangan serius kasihan korban lindung bela
"Anda aja terkenal di gituin,nah gimana yg kayak awak ini ya kan",Anda aja terkenal di gituin nah gimana yg kayak awak ini ya kan,anda aja terkenal di gituin nah gimana yg kayak awak ini ya kan,"['anda', 'aja', 'terkenal', 'di', 'gituin', 'nah', 'gimana', 'yg', 'kayak', 'awak', 'ini', 'ya', 'kan']","['anda', 'aja', 'terkenal', 'di', 'gituin', 'nah', 'gimana', 'yang', 'kayak', 'awak', 'ini', 'ya', 'kan']","['aja', 'terkenal', 'gituin', 'gimana', 'kayak', 'awak', 'ya']","['aja', 'kenal', 'gituin', 'gimana', 'kayak', 'awak', 'ya']",aja kenal gituin gimana kayak awak ya
Publikasikan nama Kepala sekolah ama@wali kelasnya,Publikasikan nama Kepala sekolah ama kelasnya,publikasikan nama kepala sekolah ama kelasnya,"['publikasikan', 'nama', 'kepala', 'sekolah', 'ama', 'kelasnya']","['publikasikan', 'nama', 'kepala', 'sekolah', 'ama', 'kelasnya']","['publikasikan', 'nama', 'kepala', 'sekolah', 'ama', 'kelasnya']","['publikasi', 'nama', 'kepala', 'sekolah', 'ama', 'kelas']",publikasi nama kepala sekolah ama kelas
"Bang @voltcyber_v2 , coba bahas perudungan anaknya pak sunan..",Bang coba bahas perudungan anaknya pak sunan,bang coba bahas perudungan anaknya pak sunan,"['bang', 'coba', 'bahas', 'perudungan', 'anaknya', 'pak', 'sunan']","['bang', 'coba', 'bahas', 'perudungan', 'anaknya', 'pak', 'sunan']","['bang', 'coba', 'bahas', 'perudungan', 'anaknya', 'sunan']","['bang', 'coba', 'bahas', 'perudungan', 'anak', 'sunan']",bang coba bahas perudungan anak sunan
ngene iki dicek trus dikawal tri mentri @puslapdik_dikbud,ngene iki dicek trus dikawal tri mentri dikbud,ngene iki dicek trus dikawal tri mentri dikbud,"['ngene', 'iki', 'dicek', 'trus', 'dikawal', 'tri', 'mentri', 'dikbud']","['ngene', 'iki', 'dicek', 'terus', 'dikawal', 'tri', 'mentri', 'dikbud']","['ngene', 'iki', 'dicek', 'dikawal', 'tri', 'mentri', 'dikbud']","['ngene', 'iki', 'cek', 'kawal', 'tri', 'tri', 'dikbud']",ngene iki cek kawal tri tri dikbud
Terus lawan keadilan pak. Usut aps yg di prundung nya anak pengacara🔥🔥🔥,Terus lawan keadilan pak Usut aps yg di prundung nya anak pengacara,terus lawan keadilan pak usut aps yg di prundung nya anak pengacara,"['terus', 'lawan', 'keadilan', 'pak', 'usut', 'aps', 'yg', 'di', 'prundung', 'nya', 'anak', 'pengacara']","['terus', 'lawan', 'keadilan', 'pak', 'usut', 'aps', 'yang', 'di', 'prundung', 'nya', 'anak', 'pengacara']","['lawan', 'keadilan', 'usut', 'aps', 'prundung', 'nya', 'anak', 'pengacara']","['lawan', 'adil', 'usut', 'aps', 'prundung', 'nya', 'anak', 'acara']",lawan adil usut aps prundung nya anak acara
Diliat latar belakangnya lebar kaga,Diliat latar belakangnya lebar kaga,diliat latar belakangnya lebar kaga,"['diliat', 'latar', 'belakangnya', 'lebar', 'kaga']","['diliat', 'latar', 'belakangnya', 'lebar', 'tidak']","['diliat', 'latar', 'belakangnya', 'lebar']","['liat', 'latar', 'belakang', 'lebar']",liat latar belakang lebar
"Itulah hasil pembelajaran merdeka, anak ditegur dikit sama gurunya , gurunya dipenjarain, hukum karma itu nyata, padahal ud dikasih diperlihatkan sma Allah waktu covid dimana belajar jark jauh ortu kelabakan mengajarinya itu hrnya buat pengalaman👏",Itulah hasil pembelajaran merdeka anak ditegur dikit sama gurunya gurunya dipenjarain hukum karma itu nyata padahal ud dikasih diperlihatkan sma Allah waktu covid dimana belajar jark jauh ortu kelabakan mengajarinya itu hrnya buat pengalaman,itulah hasil pembelajaran merdeka anak ditegur dikit sama gurunya gurunya dipenjarain hukum karma itu nyata padahal ud dikasih diperlihatkan sma allah waktu covid dimana belajar jark jauh ortu kelabakan mengajarinya itu hrnya buat pengalaman,"['itulah', 'hasil', 'pembelajaran', 'merdeka', 'anak', 'ditegur', 'dikit', 'sama', 'gurunya', 'gurunya', 'dipenjarain', 'hukum', 'karma', 'itu', 'nyata', 'padahal', 'ud', 'dikasih', 'diperlihatkan', 'sma', 'allah', 'waktu', 'covid', 'dimana', 'belajar', 'jark', 'jauh', 'ortu', 'kelabakan', 'mengajarinya', 'itu', 'hrnya', 'buat', 'pengalaman']","['itulah', 'hasil', 'pembelajaran', 'merdeka', 'anak', 'ditegur', 'dikit', 'sama', 'gurunya', 'gurunya', 'dipenjarain', 'hukum', 'karma', 'itu', 'nyata', 'padahal', 'ud', 'dikasih', 'diperlihatkan', 'sma', 'allah', 'waktu', 'covid', 'dimana', 'belajar', 'jark', 'jauh', 'orang tua', 'kelabakan', 'mengajarinya', 'itu', 'hrnya', 'buat', 'pengalaman']","['hasil', 'pembelajaran', 'merdeka', 'anak', 'ditegur', 'dikit', 'gurunya', 'gurunya', 'dipenjarain', 'hukum', 'karma', 'nyata', 'ud', 'dikasih', 'sma', 'allah', 'covid', 'dimana', 'belajar', 'jark', 'orang tua', 'kelabakan', 'mengajarinya', 'hrnya', 'pengalaman']","['hasil', 'ajar', 'merdeka', 'anak', 'tegur', 'dikit', 'guru', 'guru', 'dipenjarain', 'hukum', 'karma', 'nyata', 'ud', 'kasih', 'sma', 'allah', 'covid', 'mana', 'ajar', 'jark', 'orang tua', 'laba', 'ajar', 'hrnya', 'alam']",hasil ajar merdeka anak tegur dikit guru guru dipenjarain hukum karma nyata ud kasih sma allah covid mana ajar jark orang tua laba ajar hrnya alam
Homeschooling 📈📈📈,Homeschooling,homeschooling,['homeschooling'],['homeschooling'],['homeschooling'],['homeschooling'],homeschooling
Maju terus pak saya mungkin akan lebih parah klo saya ayah si korban,Maju terus pak saya mungkin akan lebih parah klo saya ayah si korban,maju terus pak saya mungkin akan lebih parah klo saya ayah si korban,"['maju', 'terus', 'pak', 'saya', 'mungkin', 'akan', 'lebih', 'parah', 'klo', 'saya', 'ayah', 'si', 'korban']","['maju', 'terus', 'pak', 'saya', 'mungkin', 'akan', 'lebih', 'parah', 'kalau', 'saya', 'ayah', 'si', 'korban']","['maju', 'parah', 'ayah', 'si', 'korban']","['maju', 'parah', 'ayah', 'si', 'korban']",maju parah ayah si korban
Hajarrr pak,Hajarr pak,hajarr pak,"['hajarr', 'pak']","['hajarr', 'pak']",['hajarr'],['hajarr'],hajarr
"Sikat terus bang, jangan kasih kendor.....",Sikat terus bang jangan kasih kendor,sikat terus bang jangan kasih kendor,"['sikat', 'terus', 'bang', 'jangan', 'kasih', 'kendor']","['sikat', 'terus', 'bang', 'jangan', 'kasih', 'kendor']","['sikat', 'bang', 'kasih', 'kendor']","['sikat', 'bang', 'kasih', 'kendor']",sikat bang kasih kendor
"Menteri pendidikan yo sibuk, pihak sekolah saja yang menutupi. seharusnya pihak sekolah juga netral demi berhasilnya pendidikan.",Menteri pendidikan yo sibuk pihak sekolah saja yang menutupi seharusnya pihak sekolah juga netral demi berhasilnya pendidikan,menteri pendidikan yo sibuk pihak sekolah saja yang menutupi seharusnya pihak sekolah juga netral demi berhasilnya pendidikan,"['menteri', 'pendidikan', 'yo', 'sibuk', 'pihak', 'sekolah', 'saja', 'yang', 'menutupi', 'seharusnya', 'pihak', 'sekolah', 'juga', 'netral', 'demi', 'berhasilnya', 'pendidikan']","['menteri', 'pendidikan', 'yo', 'sibuk', 'pihak', 'sekolah', 'saja', 'yang', 'menutupi', 'seharusnya', 'pihak', 'sekolah', 'juga', 'netral', 'demi', 'berhasilnya', 'pendidikan']","['menteri', 'pendidikan', 'yo', 'sibuk', 'sekolah', 'menutupi', 'sekolah', 'netral', 'berhasilnya', 'pendidikan']","['menteri', 'didik', 'yo', 'sibuk', 'sekolah', 'tutup', 'sekolah', 'netral', 'hasil', 'didik']",menteri didik yo sibuk sekolah tutup sekolah netral hasil didik
"Kl banyak perundungan terhadap siswa yg lemah, lebih baik pemerintah membuat undang2 perundungan hukum seberat2nya",Kl banyak perundungan terhadap siswa yg lemah lebih baik pemerintah membuat undang perundungan hukum seberatnya,kl banyak perundungan terhadap siswa yg lemah lebih baik pemerintah membuat undang perundungan hukum seberatnya,"['kl', 'banyak', 'perundungan', 'terhadap', 'siswa', 'yg', 'lemah', 'lebih', 'baik', 'pemerintah', 'membuat', 'undang', 'perundungan', 'hukum', 'seberatnya']","['kalo', 'banyak', 'perundungan', 'terhadap', 'siswa', 'yang', 'lemah', 'lebih', 'baik', 'pemerintah', 'membuat', 'undang', 'perundungan', 'hukum', 'seberatnya']","['kalo', 'perundungan', 'siswa', 'lemah', 'pemerintah', 'undang', 'perundungan', 'hukum', 'seberatnya']","['kalo', 'rundung', 'siswa', 'lemah', 'perintah', 'undang', 'rundung', 'hukum', 'berat']",kalo rundung siswa lemah perintah undang rundung hukum berat
"Apa sih yang sebenarnya terjadi,",Apa sih yang sebenarnya terjadi,apa sih yang sebenarnya terjadi,"['apa', 'sih', 'yang', 'sebenarnya', 'terjadi']","['apa', 'sih', 'yang', 'sebenarnya', 'terjadi']",['sih'],['sih'],sih
Bakal ditinggalkan calon siswa apalagi sekarang tempat sekolah yg bagus banyak,Bakal ditinggalkan calon siswa apalagi sekarang tempat sekolah yg bagus banyak,bakal ditinggalkan calon siswa apalagi sekarang tempat sekolah yg bagus banyak,"['bakal', 'ditinggalkan', 'calon', 'siswa', 'apalagi', 'sekarang', 'tempat', 'sekolah', 'yg', 'bagus', 'banyak']","['bakal', 'ditinggalkan', 'calon', 'siswa', 'apalagi', 'sekarang', 'tempat', 'sekolah', 'yang', 'bagus', 'banyak']","['ditinggalkan', 'calon', 'siswa', 'sekolah', 'bagus']","['tinggal', 'calon', 'siswa', 'sekolah', 'bagus']",tinggal calon siswa sekolah bagus
Noted sekolah situ kena red flag,Noted sekolah situ kena red flag,noted sekolah situ kena red flag,"['noted', 'sekolah', 'situ', 'kena', 'red', 'flag']","['noted', 'sekolah', 'situ', 'kena', 'red', 'flag']","['noted', 'sekolah', 'situ', 'kena', 'red', 'flag']","['noted', 'sekolah', 'situ', 'kena', 'red', 'flag']",noted sekolah situ kena red flag
"Sekelas Sunan Kalijaga padahal, 😢 Gmn yang jelata, biar sampai hilang nyawa susah dapet keadilan",Sekelas Sunan Kalijaga padahal Gmn yang jelata biar sampai hilang nyawa susah dapet keadilan,sekelas sunan kalijaga padahal gmn yang jelata biar sampai hilang nyawa susah dapet keadilan,"['sekelas', 'sunan', 'kalijaga', 'padahal', 'gmn', 'yang', 'jelata', 'biar', 'sampai', 'hilang', 'nyawa', 'susah', 'dapet', 'keadilan']","['sekelas', 'sunan', 'kalijaga', 'padahal', 'gmn', 'yang', 'jelata', 'biar', 'sampai', 'hilang', 'nyawa', 'susah', 'dapet', 'keadilan']","['sekelas', 'sunan', 'kalijaga', 'gmn', 'jelata', 'biar', 'hilang', 'nyawa', 'susah', 'dapet', 'keadilan']","['kelas', 'sunan', 'kalijaga', 'gmn', 'jelata', 'biar', 'hilang', 'nyawa', 'susah', 'dapet', 'adil']",kelas sunan kalijaga gmn jelata biar hilang nyawa susah dapet adil
"Pantau terus aja bang sunan,,mantap",Pantau terus aja bang sunan mantap,pantau terus aja bang sunan mantap,"['pantau', 'terus', 'aja', 'bang', 'sunan', 'mantap']","['pantau', 'terus', 'aja', 'bang', 'sunan', 'mantap']","['pantau', 'aja', 'bang', 'sunan', 'mantap']","['pantau', 'aja', 'bang', 'sunan', 'mantap']",pantau aja bang sunan mantap
kmaren dukung siapa bos ? Vincent aja gak jadi mc 02 di senayan kena dampkrak😂,kmaren dukung siapa bos Vincent aja gak jadi mc di senayan kena dampkrak,kmaren dukung siapa bos vincent aja gak jadi mc di senayan kena dampkrak,"['kmaren', 'dukung', 'siapa', 'bos', 'vincent', 'aja', 'gak', 'jadi', 'mc', 'di', 'senayan', 'kena', 'dampkrak']","['kmaren', 'dukung', 'siapa', 'bos', 'vincent', 'aja', 'enggak', 'jadi', 'mc', 'di', 'senayan', 'kena', 'dampkrak']","['kmaren', 'dukung', 'bos', 'vincent', 'aja', 'mc', 'senayan', 'kena', 'dampkrak']","['kmaren', 'dukung', 'bos', 'vincent', 'aja', 'mc', 'senayan', 'kena', 'dampkrak']",kmaren dukung bos vincent aja mc senayan kena dampkrak
"Saya kurang suka dengan bapak pengacara satu ini, tapi untuk hal satu ini saya dukung pak ! Kalau bisa ribut ngapain sabar..👏",Saya kurang suka dengan bapak pengacara satu ini tapi untuk hal satu ini saya dukung pak Kalau bisa ribut ngapain sabar,saya kurang suka dengan bapak pengacara satu ini tapi untuk hal satu ini saya dukung pak kalau bisa ribut ngapain sabar,"['saya', 'kurang', 'suka', 'dengan', 'bapak', 'pengacara', 'satu', 'ini', 'tapi', 'untuk', 'hal', 'satu', 'ini', 'saya', 'dukung', 'pak', 'kalau', 'bisa', 'ribut', 'ngapain', 'sabar']","['saya', 'kurang', 'suka', 'dengan', 'bapak', 'pengacara', 'satu', 'ini', 'tapi', 'untuk', 'hal', 'satu', 'ini', 'saya', 'dukung', 'pak', 'kalau', 'bisa', 'ribut', 'ngapain', 'sabar']","['suka', 'pengacara', 'dukung', 'ribut', 'ngapain', 'sabar']","['suka', 'acara', 'dukung', 'ribut', 'ngapain', 'sabar']",suka acara dukung ribut ngapain sabar
☹️ semakin binggung anak saya mau sekolah dimana nanti SMP 🫣,semakin binggung anak saya mau sekolah dimana nanti SMP,semakin binggung anak saya mau sekolah dimana nanti smp,"['semakin', 'binggung', 'anak', 'saya', 'mau', 'sekolah', 'dimana', 'nanti', 'smp']","['semakin', 'binggung', 'anak', 'saya', 'mau', 'sekolah', 'dimana', 'nanti', 'smp']","['binggung', 'anak', 'sekolah', 'dimana', 'smp']","['binggung', 'anak', 'sekolah', 'mana', 'smp']",binggung anak sekolah mana smp
"Kalau soal perundungan harus tegas, korban kena nya bukan hanya fisik lebih parah fsikisnya.",Kalau soal perundungan harus tegas korban kena nya bukan hanya fisik lebih parah fsikisnya,kalau soal perundungan harus tegas korban kena nya bukan hanya fisik lebih parah fsikisnya,"['kalau', 'soal', 'perundungan', 'harus', 'tegas', 'korban', 'kena', 'nya', 'bukan', 'hanya', 'fisik', 'lebih', 'parah', 'fsikisnya']","['kalau', 'soal', 'perundungan', 'harus', 'tegas', 'korban', 'kena', 'nya', 'bukan', 'hanya', 'fisik', 'lebih', 'parah', 'fsikisnya']","['perundungan', 'korban', 'kena', 'nya', 'fisik', 'parah', 'fsikisnya']","['rundung', 'korban', 'kena', 'nya', 'fisik', 'parah', 'fsikisnya']",rundung korban kena nya fisik parah fsikisnya
Ternyata sekolah mahal tidak menjamin anak terhindar dr pembulliyan...miris..,Ternyata sekolah mahal tidak menjamin anak terhindar dr pembulliyan miris,ternyata sekolah mahal tidak menjamin anak terhindar dr pembulliyan miris,"['ternyata', 'sekolah', 'mahal', 'tidak', 'menjamin', 'anak', 'terhindar', 'dr', 'pembulliyan', 'miris']","['ternyata', 'sekolah', 'mahal', 'tidak', 'menjamin', 'anak', 'terhindar', 'dari', 'pembulliyan', 'miris']","['sekolah', 'mahal', 'menjamin', 'anak', 'terhindar', 'pembulliyan', 'miris']","['sekolah', 'mahal', 'jamin', 'anak', 'hindar', 'pembulliyan', 'miris']",sekolah mahal jamin anak hindar pembulliyan miris
Ya begini ini kalo Sekolah utk Bisnis 😂😂😂,Ya begini ini kalo Sekolah utk Bisnis,ya begini ini kalo sekolah utk bisnis,"['ya', 'begini', 'ini', 'kalo', 'sekolah', 'utk', 'bisnis']","['ya', 'begini', 'ini', 'kalau', 'sekolah', 'untuk', 'bisnis']","['ya', 'sekolah', 'bisnis']","['ya', 'sekolah', 'bisnis']",ya sekolah bisnis
Hajar Bang.....,Hajar Bang,hajar bang,"['hajar', 'bang']","['hajar', 'bang']","['hajar', 'bang']","['hajar', 'bang']",hajar bang
Inilah contohnya setelah Hilangnya Pelajaran Pendidikan Moral Pancasila. Taekkkkk,Inilah contohnya setelah Hilangnya Pelajaran Pendidikan Moral Pancasila Taekk,inilah contohnya setelah hilangnya pelajaran pendidikan moral pancasila taekk,"['inilah', 'contohnya', 'setelah', 'hilangnya', 'pelajaran', 'pendidikan', 'moral', 'pancasila', 'taekk']","['inilah', 'contohnya', 'setelah', 'hilangnya', 'pelajaran', 'pendidikan', 'moral', 'pancasila', 'taekk']","['contohnya', 'hilangnya', 'pelajaran', 'pendidikan', 'moral', 'pancasila', 'taekk']","['contoh', 'hilang', 'ajar', 'didik', 'moral', 'pancasila', 'taekk']",contoh hilang ajar didik moral pancasila taekk
Sekelas Al Azhar lho,Sekelas Al Azhar lho,sekelas al azhar lho,"['sekelas', 'al', 'azhar', 'lho']","['sekelas', 'al', 'azhar', 'lho']","['sekelas', 'al', 'azhar', 'lho']","['kelas', 'al', 'azhar', 'lho']",kelas al azhar lho
Up pak biar jadi bahan pertimbangan UU bullying yg di cuekin sm pemerintah tidak cepat tanggap padahal sdh merebak @jokowi  jangan sibuk sama anaknya saja ini harus di tegaskan dan uu harus ditegakkan supaya pelaku Jera @komnasanak,Up pak biar jadi bahan pertimbangan UU bullying yg di cuekin sm pemerintah tidak cepat tanggap padahal sdh merebak jangan sibuk sama anaknya saja ini harus di tegaskan dan uu harus ditegakkan supaya pelaku Jera,up pak biar jadi bahan pertimbangan uu bullying yg di cuekin sm pemerintah tidak cepat tanggap padahal sdh merebak jangan sibuk sama anaknya saja ini harus di tegaskan dan uu harus ditegakkan supaya pelaku jera,"['up', 'pak', 'biar', 'jadi', 'bahan', 'pertimbangan', 'uu', 'bullying', 'yg', 'di', 'cuekin', 'sm', 'pemerintah', 'tidak', 'cepat', 'tanggap', 'padahal', 'sdh', 'merebak', 'jangan', 'sibuk', 'sama', 'anaknya', 'saja', 'ini', 'harus', 'di', 'tegaskan', 'dan', 'uu', 'harus', 'ditegakkan', 'supaya', 'pelaku', 'jera']","['up', 'pak', 'biar', 'jadi', 'bahan', 'pertimbangan', 'uu', 'bullying', 'yang', 'di', 'cuekin', 'sama', 'pemerintah', 'tidak', 'cepat', 'tanggap', 'padahal', 'sudah', 'merebak', 'jangan', 'sibuk', 'sama', 'anaknya', 'saja', 'ini', 'harus', 'di', 'tegaskan', 'dan', 'uu', 'harus', 'ditegakkan', 'supaya', 'pelaku', 'jera']","['up', 'biar', 'bahan', 'pertimbangan', 'uu', 'bullying', 'cuekin', 'pemerintah', 'cepat', 'tanggap', 'merebak', 'sibuk', 'anaknya', 'tegaskan', 'uu', 'ditegakkan', 'pelaku', 'jera']","['up', 'biar', 'bahan', 'timbang', 'uu', 'bullying', 'cuekin', 'perintah', 'cepat', 'tanggap', 'rebak', 'sibuk', 'anak', 'tegas', 'uu', 'tegak', 'laku', 'jera']",up biar bahan timbang uu bullying cuekin perintah cepat tanggap rebak sibuk anak tegas uu tegak laku jera
