Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Miris.... seharusnya geng dibubarkan dan member dikeluarkan,Miris seharusnya geng dibubarkan dan member dikeluarkan,miris seharusnya geng dibubarkan dan member dikeluarkan,"['miris', 'seharusnya', 'geng', 'dibubarkan', 'dan', 'member', 'dikeluarkan']","['miris', 'seharusnya', 'geng', 'dibubarkan', 'dan', 'member', 'dikeluarkan']","['miris', 'geng', 'dibubarkan', 'member', 'dikeluarkan']","['miris', 'geng', 'bubar', 'member', 'keluar']",miris geng bubar member keluar
"Jangan mau berdamai, pecat dari sekolah, laporin, penjarain biar jera dan merasakan hal yang sama saat dihukum! Sok jagoan bocil-bocil biadab",Jangan mau berdamai pecat dari sekolah laporin penjarain biar jera dan merasakan hal yang sama saat dihukum Sok jagoan bocil bocil biadab,jangan mau berdamai pecat dari sekolah laporin penjarain biar jera dan merasakan hal yang sama saat dihukum sok jagoan bocil bocil biadab,"['jangan', 'mau', 'berdamai', 'pecat', 'dari', 'sekolah', 'laporin', 'penjarain', 'biar', 'jera', 'dan', 'merasakan', 'hal', 'yang', 'sama', 'saat', 'dihukum', 'sok', 'jagoan', 'bocil', 'bocil', 'biadab']","['jangan', 'mau', 'berdamai', 'pecat', 'dari', 'sekolah', 'laporin', 'penjarain', 'biar', 'jera', 'dan', 'merasakan', 'hal', 'yang', 'sama', 'saat', 'dihukum', 'sok', 'jagoan', 'bocil', 'bocil', 'biadab']","['berdamai', 'pecat', 'sekolah', 'laporin', 'penjarain', 'biar', 'jera', 'merasakan', 'dihukum', 'sok', 'jagoan', 'bocil', 'bocil', 'biadab']","['damai', 'pecat', 'sekolah', 'laporin', 'penjarain', 'biar', 'jera', 'rasa', 'hukum', 'sok', 'jago', 'bocil', 'bocil', 'biadab']",damai pecat sekolah laporin penjarain biar jera rasa hukum sok jago bocil bocil biadab
"Ya Allah Melihat vidionya sampe nangis,,Ng kebayang traumaya si korban,BUAT PELAKU semoga dihukum seberat beratnya,mau itu anak artis atau anak pejabat😢😢😢😢",Ya Allah Melihat vidionya sampe nangis Ng kebayang traumaya si korban BUAT PELAKU semoga dihukum seberat beratnya mau itu anak artis atau anak pejabat,ya allah melihat vidionya sampe nangis ng kebayang traumaya si korban buat pelaku semoga dihukum seberat beratnya mau itu anak artis atau anak pejabat,"['ya', 'allah', 'melihat', 'vidionya', 'sampe', 'nangis', 'ng', 'kebayang', 'traumaya', 'si', 'korban', 'buat', 'pelaku', 'semoga', 'dihukum', 'seberat', 'beratnya', 'mau', 'itu', 'anak', 'artis', 'atau', 'anak', 'pejabat']","['ya', 'allah', 'melihat', 'vidionya', 'sampe', 'nangis', 'ng', 'kebayang', 'traumaya', 'si', 'korban', 'buat', 'pelaku', 'semoga', 'dihukum', 'seberat', 'beratnya', 'mau', 'itu', 'anak', 'artis', 'atau', 'anak', 'pejabat']","['ya', 'allah', 'vidionya', 'sampe', 'nangis', 'ng', 'kebayang', 'traumaya', 'si', 'korban', 'pelaku', 'semoga', 'dihukum', 'seberat', 'beratnya', 'anak', 'artis', 'anak', 'pejabat']","['ya', 'allah', 'vidionya', 'sampe', 'nang', 'ng', 'bayang', 'traumaya', 'si', 'korban', 'laku', 'moga', 'hukum', 'berat', 'berat', 'anak', 'artis', 'anak', 'jabat']",ya allah vidionya sampe nang ng bayang traumaya si korban laku moga hukum berat berat anak artis anak jabat
"Sekolahny ditutup aja, disangsi juga lah. Masa 9 th Gak tau???",Sekolahny ditutup aja disangsi juga lah Masa th Gak tau,sekolahny ditutup aja disangsi juga lah masa th gak tau,"['sekolahny', 'ditutup', 'aja', 'disangsi', 'juga', 'lah', 'masa', 'th', 'gak', 'tau']","['sekolahny', 'ditutup', 'aja', 'disangsi', 'juga', 'lah', 'masa', 'th', 'enggak', 'tau']","['sekolahny', 'ditutup', 'aja', 'disangsi', 'th', 'tau']","['sekolahny', 'tutup', 'aja', 'sangsi', 'th', 'tau']",sekolahny tutup aja sangsi th tau
keluarin dan penjarain sih,keluarin dan penjarain sih,keluarin dan penjarain sih,"['keluarin', 'dan', 'penjarain', 'sih']","['keluarin', 'dan', 'penjarain', 'sih']","['keluarin', 'penjarain', 'sih']","['keluarin', 'penjarain', 'sih']",keluarin penjarain sih
"DO semuanya, dan jangan di terima di sekolah lain",DO semuanya dan jangan di terima di sekolah lain,do semuanya dan jangan di terima di sekolah lain,"['do', 'semuanya', 'dan', 'jangan', 'di', 'terima', 'di', 'sekolah', 'lain']","['do', 'semuanya', 'dan', 'jangan', 'di', 'terima', 'di', 'sekolah', 'lain']","['do', 'terima', 'sekolah']","['do', 'terima', 'sekolah']",do terima sekolah
Harus di penjara kalo gini jangan kasih ampun dengan pembullyan,Harus di penjara kalo gini jangan kasih ampun dengan pembullyan,harus di penjara kalo gini jangan kasih ampun dengan pembullyan,"['harus', 'di', 'penjara', 'kalo', 'gini', 'jangan', 'kasih', 'ampun', 'dengan', 'pembullyan']","['harus', 'di', 'penjara', 'kalau', 'gini', 'jangan', 'kasih', 'ampun', 'dengan', 'pembullyan']","['penjara', 'gini', 'kasih', 'ampun', 'pembullyan']","['penjara', 'gin', 'kasih', 'ampun', 'pembullyan']",penjara gin kasih ampun pembullyan
Pihak sekolah harus tanggung jawab.,Pihak sekolah harus tanggung jawab,pihak sekolah harus tanggung jawab,"['pihak', 'sekolah', 'harus', 'tanggung', 'jawab']","['pihak', 'sekolah', 'harus', 'tanggung', 'jawab']","['sekolah', 'tanggung']","['sekolah', 'tanggung']",sekolah tanggung
"Sudah 9 tahun, berapa banyak anak yg jadi korban?  Harus diselesaikan sampai tuntas, kalau ada unsur pidana,  selesaikan sesuai hukum, korban bukan todak mungkin bisa mengalami depresi",Sudah tahun berapa banyak anak yg jadi korban Harus diselesaikan sampai tuntas kalau ada unsur pidana selesaikan sesuai hukum korban bukan todak mungkin bisa mengalami depresi,sudah tahun berapa banyak anak yg jadi korban harus diselesaikan sampai tuntas kalau ada unsur pidana selesaikan sesuai hukum korban bukan todak mungkin bisa mengalami depresi,"['sudah', 'tahun', 'berapa', 'banyak', 'anak', 'yg', 'jadi', 'korban', 'harus', 'diselesaikan', 'sampai', 'tuntas', 'kalau', 'ada', 'unsur', 'pidana', 'selesaikan', 'sesuai', 'hukum', 'korban', 'bukan', 'todak', 'mungkin', 'bisa', 'mengalami', 'depresi']","['sudah', 'tahun', 'berapa', 'banyak', 'anak', 'yang', 'jadi', 'korban', 'harus', 'diselesaikan', 'sampai', 'tuntas', 'kalau', 'ada', 'unsur', 'pidana', 'selesaikan', 'sesuai', 'hukum', 'korban', 'bukan', 'todak', 'mungkin', 'bisa', 'mengalami', 'depresi']","['anak', 'korban', 'diselesaikan', 'tuntas', 'unsur', 'pidana', 'selesaikan', 'sesuai', 'hukum', 'korban', 'todak', 'mengalami', 'depresi']","['anak', 'korban', 'selesai', 'tuntas', 'unsur', 'pidana', 'selesai', 'sesuai', 'hukum', 'korban', 'todak', 'alami', 'depresi']",anak korban selesai tuntas unsur pidana selesai sesuai hukum korban todak alami depresi
Usut tuntas publikasikan biar pelaku tau rasanya di bully se Indonesia,Usut tuntas publikasikan biar pelaku tau rasanya di bully se Indonesia,usut tuntas publikasikan biar pelaku tau rasanya di bully se indonesia,"['usut', 'tuntas', 'publikasikan', 'biar', 'pelaku', 'tau', 'rasanya', 'di', 'bully', 'se', 'indonesia']","['usut', 'tuntas', 'publikasikan', 'biar', 'pelaku', 'tau', 'rasanya', 'di', 'bully', 'se', 'indonesia']","['usut', 'tuntas', 'publikasikan', 'biar', 'pelaku', 'tau', 'bully', 'indonesia']","['usut', 'tuntas', 'publikasi', 'biar', 'laku', 'tau', 'bully', 'indonesia']",usut tuntas publikasi biar laku tau bully indonesia
"@goldenhomeschoolingjkt  adalah sekolah yg aman, bebas bullying❤️.",adalah sekolah yg aman bebas bullying,adalah sekolah yg aman bebas bullying,"['adalah', 'sekolah', 'yg', 'aman', 'bebas', 'bullying']","['adalah', 'sekolah', 'yang', 'aman', 'bebas', 'bullying']","['sekolah', 'aman', 'bebas', 'bullying']","['sekolah', 'aman', 'bebas', 'bullying']",sekolah aman bebas bullying
"Jgn Dkasih sanksi DO saja.. Tp pihak kepolisian ttp trus mengusut sampai tuntas dan memberi hukuman ke para genk atw pelaku dg hukuman yg sesuai, tnp pilih kasih dr kalangan mana pun.. Salah ya salah.. Biar ad nya efek jerah.. 🙏 🙏.. Sekolah perlu juga mendapatkan teguran keras dr kemendikbud atw gubernur.. Ini 9 th looh.. Ad kelalaian berarti.. 🙏 🙏",Jgn Dkasih sanksi DO saja Tp pihak kepolisian ttp trus mengusut sampai tuntas dan memberi hukuman ke para genk atw pelaku dg hukuman yg sesuai tnp pilih kasih dr kalangan mana pun Salah ya salah Biar ad nya efek jerah Sekolah perlu juga mendapatkan teguran keras dr kemendikbud atw gubernur Ini th looh Ad kelalaian berarti,jgn dkasih sanksi do saja tp pihak kepolisian ttp trus mengusut sampai tuntas dan memberi hukuman ke para genk atw pelaku dg hukuman yg sesuai tnp pilih kasih dr kalangan mana pun salah ya salah biar ad nya efek jerah sekolah perlu juga mendapatkan teguran keras dr kemendikbud atw gubernur ini th looh ad kelalaian berarti,"['jgn', 'dkasih', 'sanksi', 'do', 'saja', 'tp', 'pihak', 'kepolisian', 'ttp', 'trus', 'mengusut', 'sampai', 'tuntas', 'dan', 'memberi', 'hukuman', 'ke', 'para', 'genk', 'atw', 'pelaku', 'dg', 'hukuman', 'yg', 'sesuai', 'tnp', 'pilih', 'kasih', 'dr', 'kalangan', 'mana', 'pun', 'salah', 'ya', 'salah', 'biar', 'ad', 'nya', 'efek', 'jerah', 'sekolah', 'perlu', 'juga', 'mendapatkan', 'teguran', 'keras', 'dr', 'kemendikbud', 'atw', 'gubernur', 'ini', 'th', 'looh', 'ad', 'kelalaian', 'berarti']","['jangan', 'dkasih', 'sanksi', 'do', 'saja', 'tapi', 'pihak', 'kepolisian', 'tetap', 'terus', 'mengusut', 'sampai', 'tuntas', 'dan', 'memberi', 'hukuman', 'ke', 'para', 'genk', 'atw', 'pelaku', 'dengan', 'hukuman', 'yang', 'sesuai', 'tnp', 'pilih', 'kasih', 'dari', 'kalangan', 'mana', 'pun', 'salah', 'ya', 'salah', 'biar', 'ad', 'nya', 'efek', 'jerah', 'sekolah', 'perlu', 'juga', 'mendapatkan', 'teguran', 'keras', 'dari', 'kemendikbud', 'atw', 'gubernur', 'ini', 'th', 'looh', 'ad', 'kelalaian', 'berarti']","['dkasih', 'sanksi', 'do', 'kepolisian', 'mengusut', 'tuntas', 'hukuman', 'genk', 'atw', 'pelaku', 'hukuman', 'sesuai', 'tnp', 'pilih', 'kasih', 'kalangan', 'salah', 'ya', 'salah', 'biar', 'ad', 'nya', 'efek', 'jerah', 'sekolah', 'teguran', 'keras', 'kemendikbud', 'atw', 'gubernur', 'th', 'looh', 'ad', 'kelalaian']","['dkasih', 'sanksi', 'do', 'polisi', 'usut', 'tuntas', 'hukum', 'genk', 'atw', 'laku', 'hukum', 'sesuai', 'tnp', 'pilih', 'kasih', 'kalang', 'salah', 'ya', 'salah', 'biar', 'ad', 'nya', 'efek', 'jerah', 'sekolah', 'tegur', 'keras', 'kemendikbud', 'atw', 'gubernur', 'th', 'looh', 'ad', 'lalai']",dkasih sanksi do polisi usut tuntas hukum genk atw laku hukum sesuai tnp pilih kasih kalang salah ya salah biar ad nya efek jerah sekolah tegur keras kemendikbud atw gubernur th looh ad lalai
Padahal swasta ya,Padahal swasta ya,padahal swasta ya,"['padahal', 'swasta', 'ya']","['padahal', 'swasta', 'ya']","['swasta', 'ya']","['swasta', 'ya']",swasta ya
"Sekolah bagus tdk menjamin juga, masih ada perilaku bully, miris",Sekolah bagus tdk menjamin juga masih ada perilaku bully miris,sekolah bagus tdk menjamin juga masih ada perilaku bully miris,"['sekolah', 'bagus', 'tdk', 'menjamin', 'juga', 'masih', 'ada', 'perilaku', 'bully', 'miris']","['sekolah', 'bagus', 'tidak', 'menjamin', 'juga', 'masih', 'ada', 'perilaku', 'bully', 'miris']","['sekolah', 'bagus', 'menjamin', 'perilaku', 'bully', 'miris']","['sekolah', 'bagus', 'jamin', 'perilaku', 'bully', 'miris']",sekolah bagus jamin perilaku bully miris
Sekelas BINUS ad prundungan..Jhello,Sekelas BINUS ad prundungan Jhello,sekelas binus ad prundungan jhello,"['sekelas', 'binus', 'ad', 'prundungan', 'jhello']","['sekelas', 'binus', 'ad', 'prundungan', 'jhello']","['sekelas', 'binus', 'ad', 'prundungan', 'jhello']","['kelas', 'bus', 'ad', 'prundungan', 'jhello']",kelas bus ad prundungan jhello
"Kasus2 seperti ini hrs ditangkap dan dibikin super kapok pelakunya. Biar gak ada lagi yg berbuat seenaknya. Kalo di tangkap cuma di kasih sangsi mah percuma. Apa lagi dikasih denda, orkay mah seneng banget ama denda duit. Hukumlah yg bikin kapok dan gak berbibit lagi.",Kasus seperti ini hrs ditangkap dan dibikin super kapok pelakunya Biar gak ada lagi yg berbuat seenaknya Kalo di tangkap cuma di kasih sangsi mah percuma Apa lagi dikasih denda orkay mah seneng banget ama denda duit Hukumlah yg bikin kapok dan gak berbibit lagi,kasus seperti ini hrs ditangkap dan dibikin super kapok pelakunya biar gak ada lagi yg berbuat seenaknya kalo di tangkap cuma di kasih sangsi mah percuma apa lagi dikasih denda orkay mah seneng banget ama denda duit hukumlah yg bikin kapok dan gak berbibit lagi,"['kasus', 'seperti', 'ini', 'hrs', 'ditangkap', 'dan', 'dibikin', 'super', 'kapok', 'pelakunya', 'biar', 'gak', 'ada', 'lagi', 'yg', 'berbuat', 'seenaknya', 'kalo', 'di', 'tangkap', 'cuma', 'di', 'kasih', 'sangsi', 'mah', 'percuma', 'apa', 'lagi', 'dikasih', 'denda', 'orkay', 'mah', 'seneng', 'banget', 'ama', 'denda', 'duit', 'hukumlah', 'yg', 'bikin', 'kapok', 'dan', 'gak', 'berbibit', 'lagi']","['kasus', 'seperti', 'ini', 'harus', 'ditangkap', 'dan', 'dibikin', 'super', 'kapok', 'pelakunya', 'biar', 'enggak', 'ada', 'lagi', 'yang', 'berbuat', 'seenaknya', 'kalau', 'di', 'tangkap', 'cuma', 'di', 'kasih', 'sangsi', 'mah', 'percuma', 'apa', 'lagi', 'dikasih', 'denda', 'orkay', 'mah', 'seneng', 'banget', 'ama', 'denda', 'duit', 'hukumlah', 'yang', 'bikin', 'kapok', 'dan', 'enggak', 'berbibit', 'lagi']","['ditangkap', 'dibikin', 'super', 'kapok', 'pelakunya', 'biar', 'berbuat', 'tangkap', 'kasih', 'sangsi', 'mah', 'dikasih', 'denda', 'orkay', 'mah', 'seneng', 'banget', 'ama', 'denda', 'duit', 'hukumlah', 'bikin', 'kapok', 'berbibit']","['tangkap', 'bikin', 'super', 'kapok', 'laku', 'biar', 'buat', 'tangkap', 'kasih', 'sangsi', 'mah', 'kasih', 'denda', 'orkay', 'mah', 'neng', 'banget', 'ama', 'denda', 'duit', 'hukum', 'bikin', 'kapok', 'bibit']",tangkap bikin super kapok laku biar buat tangkap kasih sangsi mah kasih denda orkay mah neng banget ama denda duit hukum bikin kapok bibit
@hotmanparisofficial tolong bantuu jangan sampe korban kalah karna orang tua pelaku lebih berduit,tolong bantuu jangan sampe korban kalah karna orang tua pelaku lebih berduit,tolong bantuu jangan sampe korban kalah karna orang tua pelaku lebih berduit,"['tolong', 'bantuu', 'jangan', 'sampe', 'korban', 'kalah', 'karna', 'orang', 'tua', 'pelaku', 'lebih', 'berduit']","['tolong', 'bantuu', 'jangan', 'sampe', 'korban', 'kalah', 'karna', 'orang', 'tua', 'pelaku', 'lebih', 'berduit']","['tolong', 'bantuu', 'sampe', 'korban', 'kalah', 'karna', 'orang', 'tua', 'pelaku', 'berduit']","['tolong', 'bantuu', 'sampe', 'korban', 'kalah', 'karna', 'orang', 'tua', 'laku', 'duit']",tolong bantuu sampe korban kalah karna orang tua laku duit
"Sekolah mahal ga menjamin keselamatan siswanya sendiri,sad!",Sekolah mahal ga menjamin keselamatan siswanya sendiri sad,sekolah mahal ga menjamin keselamatan siswanya sendiri sad,"['sekolah', 'mahal', 'ga', 'menjamin', 'keselamatan', 'siswanya', 'sendiri', 'sad']","['sekolah', 'mahal', 'enggak', 'menjamin', 'keselamatan', 'siswanya', 'sendiri', 'sad']","['sekolah', 'mahal', 'menjamin', 'keselamatan', 'siswanya', 'sad']","['sekolah', 'mahal', 'jamin', 'selamat', 'siswa', 'sad']",sekolah mahal jamin selamat siswa sad
Tangkap,Tangkap,tangkap,['tangkap'],['tangkap'],['tangkap'],['tangkap'],tangkap
Sekolahnya tllllll krna dikasih uang bnyak,Sekolahnya tll krna dikasih uang bnyak,sekolahnya tll krna dikasih uang bnyak,"['sekolahnya', 'tll', 'krna', 'dikasih', 'uang', 'bnyak']","['sekolahnya', 'tll', 'krna', 'dikasih', 'uang', 'bnyak']","['sekolahnya', 'tll', 'krna', 'dikasih', 'uang', 'bnyak']","['sekolah', 'tll', 'krna', 'kasih', 'uang', 'bnyak']",sekolah tll krna kasih uang bnyak
Adik2 skolah tuch buat belajar bukan buat kalian jd preman !!!,Adik skolah tuch buat belajar bukan buat kalian jd preman,adik skolah tuch buat belajar bukan buat kalian jd preman,"['adik', 'skolah', 'tuch', 'buat', 'belajar', 'bukan', 'buat', 'kalian', 'jd', 'preman']","['adik', 'skolah', 'tuch', 'buat', 'belajar', 'bukan', 'buat', 'kalian', 'jadi', 'preman']","['adik', 'skolah', 'tuch', 'belajar', 'preman']","['adik', 'skolah', 'tuch', 'ajar', 'preman']",adik skolah tuch ajar preman
"Anak2 yg begini wajahnya harus di tampilkan min, biar anak2 yg lain mengenali meraka dan tdk menjadi korban berikutnya, dan juga buat shock therapy bagi anak2 nakal",Anak yg begini wajahnya harus di tampilkan min biar anak yg lain mengenali meraka dan tdk menjadi korban berikutnya dan juga buat shock therapy bagi anak nakal,anak yg begini wajahnya harus di tampilkan min biar anak yg lain mengenali meraka dan tdk menjadi korban berikutnya dan juga buat shock therapy bagi anak nakal,"['anak', 'yg', 'begini', 'wajahnya', 'harus', 'di', 'tampilkan', 'min', 'biar', 'anak', 'yg', 'lain', 'mengenali', 'meraka', 'dan', 'tdk', 'menjadi', 'korban', 'berikutnya', 'dan', 'juga', 'buat', 'shock', 'therapy', 'bagi', 'anak', 'nakal']","['anak', 'yang', 'begini', 'wajahnya', 'harus', 'di', 'tampilkan', 'admin', 'biar', 'anak', 'yang', 'lain', 'mengenali', 'meraka', 'dan', 'tidak', 'menjadi', 'korban', 'berikutnya', 'dan', 'juga', 'buat', 'shock', 'therapy', 'bagi', 'anak', 'nakal']","['anak', 'wajahnya', 'tampilkan', 'admin', 'biar', 'anak', 'mengenali', 'meraka', 'korban', 'shock', 'therapy', 'anak', 'nakal']","['anak', 'wajah', 'tampil', 'admin', 'biar', 'anak', 'nali', 'raka', 'korban', 'shock', 'therapy', 'anak', 'nakal']",anak wajah tampil admin biar anak nali raka korban shock therapy anak nakal
Cuma skorsing dan DO? Ini traumanya bisa seumur hidup loh,Cuma skorsing dan DO Ini traumanya bisa seumur hidup loh,cuma skorsing dan do ini traumanya bisa seumur hidup loh,"['cuma', 'skorsing', 'dan', 'do', 'ini', 'traumanya', 'bisa', 'seumur', 'hidup', 'loh']","['cuma', 'skorsing', 'dan', 'do', 'ini', 'traumanya', 'bisa', 'seumur', 'hidup', 'loh']","['skorsing', 'do', 'traumanya', 'seumur', 'hidup', 'loh']","['skorsing', 'do', 'trauma', 'umur', 'hidup', 'loh']",skorsing do trauma umur hidup loh
Gak jaminan sekolah di tempat bagus .. hasilnya bagus ...karena pendidikan agama dan adabnya kurang ... karena mereka hanya penghambat uang,Gak jaminan sekolah di tempat bagus hasilnya bagus karena pendidikan agama dan adabnya kurang karena mereka hanya penghambat uang,gak jaminan sekolah di tempat bagus hasilnya bagus karena pendidikan agama dan adabnya kurang karena mereka hanya penghambat uang,"['gak', 'jaminan', 'sekolah', 'di', 'tempat', 'bagus', 'hasilnya', 'bagus', 'karena', 'pendidikan', 'agama', 'dan', 'adabnya', 'kurang', 'karena', 'mereka', 'hanya', 'penghambat', 'uang']","['enggak', 'jaminan', 'sekolah', 'di', 'tempat', 'bagus', 'hasilnya', 'bagus', 'karena', 'pendidikan', 'agama', 'dan', 'adabnya', 'kurang', 'karena', 'mereka', 'hanya', 'penghambat', 'uang']","['jaminan', 'sekolah', 'bagus', 'hasilnya', 'bagus', 'pendidikan', 'agama', 'adabnya', 'penghambat', 'uang']","['jamin', 'sekolah', 'bagus', 'hasil', 'bagus', 'didik', 'agama', 'adab', 'hambat', 'uang']",jamin sekolah bagus hasil bagus didik agama adab hambat uang
Sudah 9 tahun???? Gak jdi deh saya dftarkan anak saya ke binus🙄😒😔,Sudah tahun Gak jdi deh saya dftarkan anak saya ke binus,sudah tahun gak jdi deh saya dftarkan anak saya ke binus,"['sudah', 'tahun', 'gak', 'jdi', 'deh', 'saya', 'dftarkan', 'anak', 'saya', 'ke', 'binus']","['sudah', 'tahun', 'enggak', 'jadi', 'deh', 'saya', 'dftarkan', 'anak', 'saya', 'ke', 'binus']","['deh', 'dftarkan', 'anak', 'binus']","['deh', 'dftarkan', 'anak', 'bus']",deh dftarkan anak bus
Anak pejabat kebanyakan di kasi makan uang haram makanya anaknya begitu!!!,Anak pejabat kebanyakan di kasi makan uang haram makanya anaknya begitu,anak pejabat kebanyakan di kasi makan uang haram makanya anaknya begitu,"['anak', 'pejabat', 'kebanyakan', 'di', 'kasi', 'makan', 'uang', 'haram', 'makanya', 'anaknya', 'begitu']","['anak', 'pejabat', 'kebanyakan', 'di', 'kasi', 'makan', 'uang', 'haram', 'makanya', 'anaknya', 'begitu']","['anak', 'pejabat', 'kebanyakan', 'kasi', 'makan', 'uang', 'haram', 'anaknya']","['anak', 'jabat', 'banyak', 'kasi', 'makan', 'uang', 'haram', 'anak']",anak jabat banyak kasi makan uang haram anak
KULITI HARTA BAPAKNYE YG PEJABAT JANGAN2 KORUPSI KEK MARIO KEMAREN,KULITI HARTA BAPAKNYE YG PEJABAT JANGAN KORUPSI KEK MARIO KEMAREN,kuliti harta bapaknye yg pejabat jangan korupsi kek mario kemaren,"['kuliti', 'harta', 'bapaknye', 'yg', 'pejabat', 'jangan', 'korupsi', 'kek', 'mario', 'kemaren']","['kuliti', 'harta', 'bapaknye', 'yang', 'pejabat', 'jangan', 'korupsi', 'kayak', 'mario', 'kemaren']","['kuliti', 'harta', 'bapaknye', 'pejabat', 'korupsi', 'kayak', 'mario', 'kemaren']","['kulit', 'harta', 'bapaknye', 'jabat', 'korupsi', 'kayak', 'mario', 'kemaren']",kulit harta bapaknye jabat korupsi kayak mario kemaren
Pentingnya pendidikan Moral & Akhlak ....,Pentingnya pendidikan Moral Akhlak,pentingnya pendidikan moral akhlak,"['pentingnya', 'pendidikan', 'moral', 'akhlak']","['pentingnya', 'pendidikan', 'moral', 'akhlak']","['pendidikan', 'moral', 'akhlak']","['didik', 'moral', 'akhlak']",didik moral akhlak
@jokowi @dpr_ri @mahkamahkonstitusi @humasmahkamahagung @polhukamri @kemenkumhamri @official.kpk @kejaksaan.ri @divisihumaspolri,ri kpk ri,ri kpk ri,"['ri', 'kpk', 'ri']","['ri', 'kpk', 'ri']","['ri', 'kpk', 'ri']","['ri', 'kpk', 'ri']",ri kpk ri
Anak artis siapa? Pejabat apa? Yang jelassss min ...kita kan mau tau anak siapa,Anak artis siapa Pejabat apa Yang jelass min kita kan mau tau anak siapa,anak artis siapa pejabat apa yang jelass min kita kan mau tau anak siapa,"['anak', 'artis', 'siapa', 'pejabat', 'apa', 'yang', 'jelass', 'min', 'kita', 'kan', 'mau', 'tau', 'anak', 'siapa']","['anak', 'artis', 'siapa', 'pejabat', 'apa', 'yang', 'jelass', 'admin', 'kita', 'kan', 'mau', 'tau', 'anak', 'siapa']","['anak', 'artis', 'pejabat', 'jelass', 'admin', 'tau', 'anak']","['anak', 'artis', 'jabat', 'jelass', 'admin', 'tau', 'anak']",anak artis jabat jelass admin tau anak
Astagfirullah 😮,Astagfirullah,astagfirullah,['astagfirullah'],['astagfirullah'],['astagfirullah'],['astagfirullah'],astagfirullah
AKIBAT MAKAN UANG ANAS,AKIBAT MAKAN UANG ANAS,akibat makan uang anas,"['akibat', 'makan', 'uang', 'anas']","['akibat', 'makan', 'uang', 'anas']","['akibat', 'makan', 'uang', 'anas']","['akibat', 'makan', 'uang', 'anas']",akibat makan uang anas
"PENJARAKAN, MASIH MUDA MENTAL PEMBULLY APALAGI NANTI KALO MEGANG TAMPUK PIMPINAN",PENJARAKAN MASIH MUDA MENTAL PEMBULLY APALAGI NANTI KALO MEGANG TAMPUK PIMPINAN,penjarakan masih muda mental pembully apalagi nanti kalo megang tampuk pimpinan,"['penjarakan', 'masih', 'muda', 'mental', 'pembully', 'apalagi', 'nanti', 'kalo', 'megang', 'tampuk', 'pimpinan']","['penjarakan', 'masih', 'muda', 'mental', 'pembully', 'apalagi', 'nanti', 'kalau', 'megang', 'tampuk', 'pimpinan']","['penjarakan', 'muda', 'mental', 'pembully', 'megang', 'tampuk', 'pimpinan']","['penjara', 'muda', 'mental', 'pembully', 'megang', 'tampuk', 'pimpin']",penjara muda mental pembully megang tampuk pimpin
"Berita kok viral krn anak artis sm pejabat, yg korban bully anak2 selain itu gmn? Tlg lah min",Berita kok viral krn anak artis sm pejabat yg korban bully anak selain itu gmn Tlg lah min,berita kok viral krn anak artis sm pejabat yg korban bully anak selain itu gmn tlg lah min,"['berita', 'kok', 'viral', 'krn', 'anak', 'artis', 'sm', 'pejabat', 'yg', 'korban', 'bully', 'anak', 'selain', 'itu', 'gmn', 'tlg', 'lah', 'min']","['berita', 'kok', 'viral', 'karena', 'anak', 'artis', 'sama', 'pejabat', 'yang', 'korban', 'bully', 'anak', 'selain', 'itu', 'gmn', 'tlg', 'lah', 'admin']","['berita', 'viral', 'anak', 'artis', 'pejabat', 'korban', 'bully', 'anak', 'gmn', 'tlg', 'admin']","['berita', 'viral', 'anak', 'artis', 'jabat', 'korban', 'bully', 'anak', 'gmn', 'tlg', 'admin']",berita viral anak artis jabat korban bully anak gmn tlg admin
Anaknya orang2 kaya ya yg sekolah disini,Anaknya orang kaya ya yg sekolah disini,anaknya orang kaya ya yg sekolah disini,"['anaknya', 'orang', 'kaya', 'ya', 'yg', 'sekolah', 'disini']","['anaknya', 'orang', 'kaya', 'ya', 'yang', 'sekolah', 'disini']","['anaknya', 'orang', 'kaya', 'ya', 'sekolah']","['anak', 'orang', 'kaya', 'ya', 'sekolah']",anak orang kaya ya sekolah
Pidanakan dan DO dari sekolah + blaclist di DikNas 🔥🔥,Pidanakan dan DO dari sekolah blaclist di DikNas,pidanakan dan do dari sekolah blaclist di diknas,"['pidanakan', 'dan', 'do', 'dari', 'sekolah', 'blaclist', 'di', 'diknas']","['pidanakan', 'dan', 'do', 'dari', 'sekolah', 'blaclist', 'di', 'diknas']","['pidanakan', 'do', 'sekolah', 'blaclist', 'diknas']","['pidana', 'do', 'sekolah', 'blaclist', 'diknas']",pidana do sekolah blaclist diknas
