Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
😂pdhl vincent itu idola bgt aplg sm attitude nya. Sabar ya bang. Anak itu ujian. Smg cpt kelar urusannya dn smg jd pelajaran buat si bocah. Itulah akibat kl ortu memanjakan dengan uang,pdhl vincent itu idola bgt aplg sm attitude nya Sabar ya bang Anak itu ujian Smg cpt kelar urusannya dn smg jd pelajaran buat si bocah Itulah akibat kl ortu memanjakan dengan uang,pdhl vincent itu idola bgt aplg sm attitude nya sabar ya bang anak itu ujian smg cpt kelar urusannya dn smg jd pelajaran buat si bocah itulah akibat kl ortu memanjakan dengan uang,"['pdhl', 'vincent', 'itu', 'idola', 'bgt', 'aplg', 'sm', 'attitude', 'nya', 'sabar', 'ya', 'bang', 'anak', 'itu', 'ujian', 'smg', 'cpt', 'kelar', 'urusannya', 'dn', 'smg', 'jd', 'pelajaran', 'buat', 'si', 'bocah', 'itulah', 'akibat', 'kl', 'ortu', 'memanjakan', 'dengan', 'uang']","['pdhl', 'vincent', 'itu', 'idola', 'banget', 'apalagi', 'sama', 'attitude', 'nya', 'sabar', 'ya', 'bang', 'anak', 'itu', 'ujian', 'smg', 'cpt', 'kelar', 'urusannya', 'dn', 'smg', 'jadi', 'pelajaran', 'buat', 'si', 'bocah', 'itulah', 'akibat', 'kl', 'orang tua', 'memanjakan', 'dengan', 'uang']","['pdhl', 'vincent', 'idola', 'banget', 'attitude', 'nya', 'sabar', 'ya', 'bang', 'anak', 'ujian', 'smg', 'cpt', 'kelar', 'urusannya', 'dn', 'smg', 'pelajaran', 'si', 'bocah', 'akibat', 'kl', 'orang tua', 'memanjakan', 'uang']","['pdhl', 'vincent', 'idola', 'banget', 'attitude', 'nya', 'sabar', 'ya', 'bang', 'anak', 'uji', 'smg', 'cpt', 'kelar', 'urus', 'dn', 'smg', 'ajar', 'si', 'bocah', 'akibat', 'kl', 'orang tua', 'manja', 'uang']",pdhl vincent idola banget attitude nya sabar ya bang anak uji smg cpt kelar urus dn smg ajar si bocah akibat kl orang tua manja uang
"Bro, knp harus sebut anaknya ini anaknya itu sih..",Bro knp harus sebut anaknya ini anaknya itu sih,bro knp harus sebut anaknya ini anaknya itu sih,"['bro', 'knp', 'harus', 'sebut', 'anaknya', 'ini', 'anaknya', 'itu', 'sih']","['bro', 'kenapa', 'harus', 'sebut', 'anaknya', 'ini', 'anaknya', 'itu', 'sih']","['bro', 'anaknya', 'anaknya', 'sih']","['bro', 'anak', 'anak', 'sih']",bro anak anak sih
Yang laen bapaknya mana dah? Yg disorot bapaknya 1 doang?,Yang laen bapaknya mana dah Yg disorot bapaknya doang,yang laen bapaknya mana dah yg disorot bapaknya doang,"['yang', 'laen', 'bapaknya', 'mana', 'dah', 'yg', 'disorot', 'bapaknya', 'doang']","['yang', 'lain', 'bapaknya', 'mana', 'udah', 'yang', 'disorot', 'bapaknya', 'doang']","['bapaknya', 'udah', 'disorot', 'bapaknya', 'doang']","['bapak', 'udah', 'sorot', 'bapak', 'doang']",bapak udah sorot bapak doang
Gw bnyk kok ank binus dAN DIA BAIK2 SOPAN2 itumah yg slh ortuny krn pendikan utama yah di rumah. Guru besar yah ortunya. Mau skolah mahal apapun klo bad parenting di rumahnya yah bkn jadi toxic people,Gw bnyk kok ank binus dAN DIA BAIK SOPAN itumah yg slh ortuny krn pendikan utama yah di rumah Guru besar yah ortunya Mau skolah mahal apapun klo bad parenting di rumahnya yah bkn jadi toxic people,gw bnyk kok ank binus dan dia baik sopan itumah yg slh ortuny krn pendikan utama yah di rumah guru besar yah ortunya mau skolah mahal apapun klo bad parenting di rumahnya yah bkn jadi toxic people,"['gw', 'bnyk', 'kok', 'ank', 'binus', 'dan', 'dia', 'baik', 'sopan', 'itumah', 'yg', 'slh', 'ortuny', 'krn', 'pendikan', 'utama', 'yah', 'di', 'rumah', 'guru', 'besar', 'yah', 'ortunya', 'mau', 'skolah', 'mahal', 'apapun', 'klo', 'bad', 'parenting', 'di', 'rumahnya', 'yah', 'bkn', 'jadi', 'toxic', 'people']","['aku', 'bnyk', 'kok', 'anak', 'binus', 'dan', 'dia', 'baik', 'sopan', 'itumah', 'yang', 'slh', 'ortuny', 'karena', 'pendikan', 'utama', 'yah', 'di', 'rumah', 'guru', 'besar', 'yah', 'ortunya', 'mau', 'skolah', 'mahal', 'apapun', 'kalau', 'bad', 'parenting', 'di', 'rumahnya', 'yah', 'bkn', 'jadi', 'toxic', 'people']","['bnyk', 'anak', 'binus', 'sopan', 'itumah', 'slh', 'ortuny', 'pendikan', 'utama', 'yah', 'rumah', 'guru', 'yah', 'ortunya', 'skolah', 'mahal', 'apapun', 'bad', 'parenting', 'rumahnya', 'yah', 'bkn', 'toxic', 'people']","['bnyk', 'anak', 'bus', 'sopan', 'itumah', 'slh', 'ortuny', 'dik', 'utama', 'yah', 'rumah', 'guru', 'yah', 'ortunya', 'skolah', 'mahal', 'apa', 'bad', 'parenting', 'rumah', 'yah', 'bkn', 'toxic', 'people']",bnyk anak bus sopan itumah slh ortuny dik utama yah rumah guru yah ortunya skolah mahal apa bad parenting rumah yah bkn toxic people
Yg jls tuh anak2 pd salah didik dan salah gaul..,Yg jls tuh anak pd salah didik dan salah gaul,yg jls tuh anak pd salah didik dan salah gaul,"['yg', 'jls', 'tuh', 'anak', 'pd', 'salah', 'didik', 'dan', 'salah', 'gaul']","['yang', 'jelas', 'tuh', 'anak', 'percaya diri', 'salah', 'didik', 'dan', 'salah', 'gaul']","['tuh', 'anak', 'percaya diri', 'salah', 'didik', 'salah', 'gaul']","['tuh', 'anak', 'percaya diri', 'salah', 'didik', 'salah', 'gaul']",tuh anak percaya diri salah didik salah gaul
Bapak2 dari ni itu pajang jg dong fotonya jgn Vincent ja yg d sorot,Bapak dari ni itu pajang jg dong fotonya jgn Vincent ja yg sorot,bapak dari ni itu pajang jg dong fotonya jgn vincent ja yg sorot,"['bapak', 'dari', 'ni', 'itu', 'pajang', 'jg', 'dong', 'fotonya', 'jgn', 'vincent', 'ja', 'yg', 'sorot']","['bapak', 'dari', 'ni', 'itu', 'pajang', 'juga', 'dong', 'fotonya', 'jangan', 'vincent', 'ja', 'yang', 'sorot']","['ni', 'pajang', 'fotonya', 'vincent', 'ja', 'sorot']","['ni', 'pajang', 'foto', 'vincent', 'ja', 'sorot']",ni pajang foto vincent ja sorot
sekolah bagus gak jamin adabnya bisa terdidik 😢 dahulukan adab sebelum ilmu.. 🙌,sekolah bagus gak jamin adabnya bisa terdidik dahulukan adab sebelum ilmu,sekolah bagus gak jamin adabnya bisa terdidik dahulukan adab sebelum ilmu,"['sekolah', 'bagus', 'gak', 'jamin', 'adabnya', 'bisa', 'terdidik', 'dahulukan', 'adab', 'sebelum', 'ilmu']","['sekolah', 'bagus', 'enggak', 'jamin', 'adabnya', 'bisa', 'terdidik', 'dahulukan', 'adab', 'sebelum', 'ilmu']","['sekolah', 'bagus', 'jamin', 'adabnya', 'terdidik', 'dahulukan', 'adab', 'ilmu']","['sekolah', 'bagus', 'jamin', 'adab', 'didik', 'dahulu', 'adab', 'ilmu']",sekolah bagus jamin adab didik dahulu adab ilmu
"Respect, beliau jg seorang STRAIGHT EDGE 👍🏻",Respect beliau jg seorang STRAIGHT EDGE,respect beliau jg seorang straight edge,"['respect', 'beliau', 'jg', 'seorang', 'straight', 'edge']","['respect', 'beliau', 'juga', 'seorang', 'straight', 'edge']","['respect', 'beliau', 'straight', 'edge']","['respect', 'beliau', 'straight', 'edge']",respect beliau straight edge
Straight edge banget 😂,Straight edge banget,straight edge banget,"['straight', 'edge', 'banget']","['straight', 'edge', 'banget']","['straight', 'edge', 'banget']","['straight', 'edge', 'banget']",straight edge banget
Jahatnya.. kenapa poto bapaknya mulu yg di post,Jahatnya kenapa poto bapaknya mulu yg di post,jahatnya kenapa poto bapaknya mulu yg di post,"['jahatnya', 'kenapa', 'poto', 'bapaknya', 'mulu', 'yg', 'di', 'post']","['jahatnya', 'kenapa', 'poto', 'bapaknya', 'mulu', 'yang', 'di', 'post']","['jahatnya', 'poto', 'bapaknya', 'mulu', 'post']","['jahat', 'poto', 'bapak', 'mulu', 'post']",jahat poto bapak mulu post
"Vincent punya anak kembar berapa sih? Kok cuma Vincent aja yang kesebut? Anak yang lainnya, siapa dah bapaknya?",Vincent punya anak kembar berapa sih Kok cuma Vincent aja yang kesebut Anak yang lainnya siapa dah bapaknya,vincent punya anak kembar berapa sih kok cuma vincent aja yang kesebut anak yang lainnya siapa dah bapaknya,"['vincent', 'punya', 'anak', 'kembar', 'berapa', 'sih', 'kok', 'cuma', 'vincent', 'aja', 'yang', 'kesebut', 'anak', 'yang', 'lainnya', 'siapa', 'dah', 'bapaknya']","['vincent', 'punya', 'anak', 'kembar', 'berapa', 'sih', 'kok', 'cuma', 'vincent', 'aja', 'yang', 'kesebut', 'anak', 'yang', 'lainnya', 'siapa', 'udah', 'bapaknya']","['vincent', 'anak', 'kembar', 'sih', 'vincent', 'aja', 'kesebut', 'anak', 'udah', 'bapaknya']","['vincent', 'anak', 'kembar', 'sih', 'vincent', 'aja', 'sebut', 'anak', 'udah', 'bapak']",vincent anak kembar sih vincent aja sebut anak udah bapak
"Ingat kasus mario dandy, YOK EKSPOS BAPAKNYA",Ingat kasus mario dandy YOK EKSPOS BAPAKNYA,ingat kasus mario dandy yok ekspos bapaknya,"['ingat', 'kasus', 'mario', 'dandy', 'yok', 'ekspos', 'bapaknya']","['ingat', 'kasus', 'mario', 'dandy', 'yok', 'ekspos', 'bapaknya']","['mario', 'dandy', 'yok', 'ekspos', 'bapaknya']","['mario', 'dandy', 'yok', 'ekspos', 'bapak']",mario dandy yok ekspos bapak
"Kalau urusan kasus artis ,korban atau pelaku orang"" berduit apa lagi artis gercep bener , dengah dalih investigasi menyelidiki , yg ujung"" nya minta pelicin kalau gamau panjang 😂",Kalau urusan kasus artis korban atau pelaku orang berduit apa lagi artis gercep bener dengah dalih investigasi menyelidiki yg ujung nya minta pelicin kalau gamau panjang,kalau urusan kasus artis korban atau pelaku orang berduit apa lagi artis gercep bener dengah dalih investigasi menyelidiki yg ujung nya minta pelicin kalau gamau panjang,"['kalau', 'urusan', 'kasus', 'artis', 'korban', 'atau', 'pelaku', 'orang', 'berduit', 'apa', 'lagi', 'artis', 'gercep', 'bener', 'dengah', 'dalih', 'investigasi', 'menyelidiki', 'yg', 'ujung', 'nya', 'minta', 'pelicin', 'kalau', 'gamau', 'panjang']","['kalau', 'urusan', 'kasus', 'artis', 'korban', 'atau', 'pelaku', 'orang', 'berduit', 'apa', 'lagi', 'artis', 'gercep', 'bener', 'dengah', 'dalih', 'investigasi', 'menyelidiki', 'yang', 'ujung', 'nya', 'minta', 'pelicin', 'kalau', 'gamau', 'panjang']","['urusan', 'artis', 'korban', 'pelaku', 'orang', 'berduit', 'artis', 'gercep', 'bener', 'dengah', 'dalih', 'investigasi', 'menyelidiki', 'ujung', 'nya', 'pelicin', 'gamau']","['urus', 'artis', 'korban', 'laku', 'orang', 'duit', 'artis', 'gercep', 'bener', 'dengah', 'dalih', 'investigasi', 'selidik', 'ujung', 'nya', 'licin', 'gamau']",urus artis korban laku orang duit artis gercep bener dengah dalih investigasi selidik ujung nya licin gamau
