Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
Koq ngk kasian sm ortu nya😢😢😢 i ja ngk tega sm papa yg mst cari duit jauh dr keluarga😢😢 tolong dink geiss otak ama akhlak nya d upgrade kt kan ke sekolah tujuan utamanya upgrade jd lebih baik kasian kl gini yg jatuh ke dasar jurang sekeluarga 😢😢 tega bener lu,Koq ngk kasian sm ortu nya ja ngk tega sm papa yg mst cari duit jauh dr keluarga tolong dink geiss otak ama akhlak nya upgrade kt kan ke sekolah tujuan utamanya upgrade jd lebih baik kasian kl gini yg jatuh ke dasar jurang sekeluarga tega bener lu,koq ngk kasian sm ortu nya ja ngk tega sm papa yg mst cari duit jauh dr keluarga tolong dink geiss otak ama akhlak nya upgrade kt kan ke sekolah tujuan utamanya upgrade jd lebih baik kasian kl gini yg jatuh ke dasar jurang sekeluarga tega bener lu,"['koq', 'ngk', 'kasian', 'sm', 'ortu', 'nya', 'ja', 'ngk', 'tega', 'sm', 'papa', 'yg', 'mst', 'cari', 'duit', 'jauh', 'dr', 'keluarga', 'tolong', 'dink', 'geiss', 'otak', 'ama', 'akhlak', 'nya', 'upgrade', 'kt', 'kan', 'ke', 'sekolah', 'tujuan', 'utamanya', 'upgrade', 'jd', 'lebih', 'baik', 'kasian', 'kl', 'gini', 'yg', 'jatuh', 'ke', 'dasar', 'jurang', 'sekeluarga', 'tega', 'bener', 'lu']","['koq', 'ngk', 'kasian', 'sama', 'orang tua', 'nya', 'ja', 'ngk', 'tega', 'sama', 'papa', 'yang', 'mst', 'cari', 'duit', 'jauh', 'dari', 'keluarga', 'tolong', 'dink', 'geiss', 'otak', 'ama', 'akhlak', 'nya', 'upgrade', 'kt', 'kan', 'ke', 'sekolah', 'tujuan', 'utamanya', 'upgrade', 'jadi', 'lebih', 'baik', 'kasian', 'kl', 'gini', 'yang', 'jatuh', 'ke', 'dasar', 'jurang', 'sekeluarga', 'tega', 'bener', 'kamu']","['koq', 'ngk', 'kasian', 'orang tua', 'nya', 'ja', 'ngk', 'tega', 'papa', 'mst', 'cari', 'duit', 'keluarga', 'tolong', 'dink', 'geiss', 'otak', 'ama', 'akhlak', 'nya', 'upgrade', 'kt', 'sekolah', 'tujuan', 'utamanya', 'upgrade', 'kasian', 'kl', 'gini', 'jatuh', 'dasar', 'jurang', 'sekeluarga', 'tega', 'bener']","['koq', 'ngk', 'kasi', 'orang tua', 'nya', 'ja', 'ngk', 'tega', 'papa', 'mst', 'cari', 'duit', 'keluarga', 'tolong', 'dink', 'geiss', 'otak', 'ama', 'akhlak', 'nya', 'upgrade', 'kt', 'sekolah', 'tuju', 'utama', 'upgrade', 'kasi', 'kl', 'gin', 'jatuh', 'dasar', 'jurang', 'keluarga', 'tega', 'bener']",koq ngk kasi orang tua nya ja ngk tega papa mst cari duit keluarga tolong dink geiss otak ama akhlak nya upgrade kt sekolah tuju utama upgrade kasi kl gin jatuh dasar jurang keluarga tega bener
"Setiap perbuatan yg dilakukan akan ada akibat yg diterima,  masa depan nya",Setiap perbuatan yg dilakukan akan ada akibat yg diterima masa depan nya,setiap perbuatan yg dilakukan akan ada akibat yg diterima masa depan nya,"['setiap', 'perbuatan', 'yg', 'dilakukan', 'akan', 'ada', 'akibat', 'yg', 'diterima', 'masa', 'depan', 'nya']","['setiap', 'perbuatan', 'yang', 'dilakukan', 'akan', 'ada', 'akibat', 'yang', 'diterima', 'masa', 'depan', 'nya']","['perbuatan', 'akibat', 'diterima', 'nya']","['buat', 'akibat', 'terima', 'nya']",buat akibat terima nya
Mungkin ada anak pejabat lain yg terlibat...,Mungkin ada anak pejabat lain yg terlibat,mungkin ada anak pejabat lain yg terlibat,"['mungkin', 'ada', 'anak', 'pejabat', 'lain', 'yg', 'terlibat']","['mungkin', 'ada', 'anak', 'pejabat', 'lain', 'yang', 'terlibat']","['anak', 'pejabat', 'terlibat']","['anak', 'jabat', 'libat']",anak jabat libat
Paling bener ga sekolah,Paling bener ga sekolah,paling bener ga sekolah,"['paling', 'bener', 'ga', 'sekolah']","['paling', 'bener', 'enggak', 'sekolah']","['bener', 'sekolah']","['bener', 'sekolah']",bener sekolah
SKCK : de sini de nnti daftar ya 🗿😂,SKCK de sini de nnti daftar ya,skck de sini de nnti daftar ya,"['skck', 'de', 'sini', 'de', 'nnti', 'daftar', 'ya']","['skck', 'de', 'sini', 'de', 'nnti', 'daftar', 'ya']","['skck', 'de', 'de', 'nnti', 'daftar', 'ya']","['skck', 'de', 'de', 'nnti', 'daftar', 'ya']",skck de de nnti daftar ya
"Sekolahan dan ortu sih yg harus jd sorotan nih, knapa hari gini masih ada kasus bullying!",Sekolahan dan ortu sih yg harus jd sorotan nih knapa hari gini masih ada kasus bullying,sekolahan dan ortu sih yg harus jd sorotan nih knapa hari gini masih ada kasus bullying,"['sekolahan', 'dan', 'ortu', 'sih', 'yg', 'harus', 'jd', 'sorotan', 'nih', 'knapa', 'hari', 'gini', 'masih', 'ada', 'kasus', 'bullying']","['sekolahan', 'dan', 'orang tua', 'sih', 'yang', 'harus', 'jadi', 'sorotan', 'ini', 'knapa', 'hari', 'gini', 'masih', 'ada', 'kasus', 'bullying']","['sekolahan', 'orang tua', 'sih', 'sorotan', 'knapa', 'gini', 'bullying']","['sekolah', 'orang tua', 'sih', 'sorot', 'knapa', 'gin', 'bullying']",sekolah orang tua sih sorot knapa gin bullying
"Sebenernya knp trs menerus menjadi hadline, doalnya sososk bapak nya ga neko2 malah family men banget, eh ujian nya malah di anak.....",Sebenernya knp trs menerus menjadi hadline doalnya sososk bapak nya ga neko malah family men banget eh ujian nya malah di anak,sebenernya knp trs menerus menjadi hadline doalnya sososk bapak nya ga neko malah family men banget eh ujian nya malah di anak,"['sebenernya', 'knp', 'trs', 'menerus', 'menjadi', 'hadline', 'doalnya', 'sososk', 'bapak', 'nya', 'ga', 'neko', 'malah', 'family', 'men', 'banget', 'eh', 'ujian', 'nya', 'malah', 'di', 'anak']","['sebenernya', 'kenapa', 'terus', 'menerus', 'menjadi', 'hadline', 'doalnya', 'sososk', 'bapak', 'nya', 'enggak', 'neko', 'malah', 'family', 'men', 'banget', 'eh', 'ujian', 'nya', 'malah', 'di', 'anak']","['sebenernya', 'menerus', 'hadline', 'doalnya', 'sososk', 'nya', 'neko', 'family', 'men', 'banget', 'eh', 'ujian', 'nya', 'anak']","['sebenernya', 'terus', 'hadline', 'doalnya', 'sososk', 'nya', 'neko', 'family', 'men', 'banget', 'eh', 'uji', 'nya', 'anak']",sebenernya terus hadline doalnya sososk nya neko family men banget eh uji nya anak
padahal ada anaknya arief suditomo lohhhh,padahal ada anaknya arief suditomo lohh,padahal ada anaknya arief suditomo lohh,"['padahal', 'ada', 'anaknya', 'arief', 'suditomo', 'lohh']","['padahal', 'ada', 'anaknya', 'arief', 'suditomo', 'loh']","['anaknya', 'arief', 'suditomo', 'loh']","['anak', 'arief', 'suditomo', 'loh']",anak arief suditomo loh
"Kalo ga goreng ""vincent"" beritanya ga rame.",Kalo ga goreng vincent beritanya ga rame,kalo ga goreng vincent beritanya ga rame,"['kalo', 'ga', 'goreng', 'vincent', 'beritanya', 'ga', 'rame']","['kalau', 'enggak', 'goreng', 'vincent', 'beritanya', 'enggak', 'rame']","['goreng', 'vincent', 'beritanya', 'rame']","['goreng', 'vincent', 'berita', 'rame']",goreng vincent berita rame
Geng..berani ny pas rame..kalau sendirian 😂,Geng berani ny pas rame kalau sendirian,geng berani ny pas rame kalau sendirian,"['geng', 'berani', 'ny', 'pas', 'rame', 'kalau', 'sendirian']","['geng', 'berani', 'ny', 'pas', 'rame', 'kalau', 'sendirian']","['geng', 'berani', 'ny', 'pas', 'rame']","['geng', 'berani', 'ny', 'pas', 'rame']",geng berani ny pas rame
Pas pendidikan di sekolah yg tidak ketat dan didikan ortu yg tidak baik,Pas pendidikan di sekolah yg tidak ketat dan didikan ortu yg tidak baik,pas pendidikan di sekolah yg tidak ketat dan didikan ortu yg tidak baik,"['pas', 'pendidikan', 'di', 'sekolah', 'yg', 'tidak', 'ketat', 'dan', 'didikan', 'ortu', 'yg', 'tidak', 'baik']","['pas', 'pendidikan', 'di', 'sekolah', 'yang', 'tidak', 'ketat', 'dan', 'didikan', 'orang tua', 'yang', 'tidak', 'baik']","['pas', 'pendidikan', 'sekolah', 'ketat', 'didikan', 'orang tua']","['pas', 'didik', 'sekolah', 'ketat', 'dik', 'orang tua']",pas didik sekolah ketat dik orang tua
"Karir bagus, rumah tangga aman eh ujian dr Anak 😢",Karir bagus rumah tangga aman eh ujian dr Anak,karir bagus rumah tangga aman eh ujian dr anak,"['karir', 'bagus', 'rumah', 'tangga', 'aman', 'eh', 'ujian', 'dr', 'anak']","['karir', 'bagus', 'rumah', 'tangga', 'aman', 'eh', 'ujian', 'dari', 'anak']","['karir', 'bagus', 'rumah', 'tangga', 'aman', 'eh', 'ujian', 'anak']","['karir', 'bagus', 'rumah', 'tangga', 'aman', 'eh', 'uji', 'anak']",karir bagus rumah tangga aman eh uji anak
sekolahannya aja yg keren ahlak2 murid nya di kerenin  juga dong...masa bulying,sekolahannya aja yg keren ahlak murid nya di kerenin juga dong masa bulying,sekolahannya aja yg keren ahlak murid nya di kerenin juga dong masa bulying,"['sekolahannya', 'aja', 'yg', 'keren', 'ahlak', 'murid', 'nya', 'di', 'kerenin', 'juga', 'dong', 'masa', 'bulying']","['sekolahannya', 'aja', 'yang', 'keren', 'ahlak', 'murid', 'nya', 'di', 'kerenin', 'juga', 'dong', 'masa', 'bulying']","['sekolahannya', 'aja', 'keren', 'ahlak', 'murid', 'nya', 'kerenin', 'bulying']","['sekolah', 'aja', 'keren', 'ahlak', 'murid', 'nya', 'renin', 'bulying']",sekolah aja keren ahlak murid nya renin bulying
Anak polah bapak kepradah... untung vincent pelawak bukan pegawai pajak.. 😂😂,Anak polah bapak kepradah untung vincent pelawak bukan pegawai pajak,anak polah bapak kepradah untung vincent pelawak bukan pegawai pajak,"['anak', 'polah', 'bapak', 'kepradah', 'untung', 'vincent', 'pelawak', 'bukan', 'pegawai', 'pajak']","['anak', 'polah', 'bapak', 'kepradah', 'untung', 'vincent', 'pelawak', 'bukan', 'pegawai', 'pajak']","['anak', 'polah', 'kepradah', 'untung', 'vincent', 'pelawak', 'pegawai', 'pajak']","['anak', 'polah', 'kepradah', 'untung', 'vincent', 'lawak', 'pegawai', 'pajak']",anak polah kepradah untung vincent lawak pegawai pajak
"Liat dftr nama pembully nya dmn ya, sama nama bapak nya",Liat dftr nama pembully nya dmn ya sama nama bapak nya,liat dftr nama pembully nya dmn ya sama nama bapak nya,"['liat', 'dftr', 'nama', 'pembully', 'nya', 'dmn', 'ya', 'sama', 'nama', 'bapak', 'nya']","['liat', 'dftr', 'nama', 'pembully', 'nya', 'dmn', 'ya', 'sama', 'nama', 'bapak', 'nya']","['liat', 'dftr', 'nama', 'pembully', 'nya', 'dmn', 'ya', 'nama', 'nya']","['liat', 'dftr', 'nama', 'pembully', 'nya', 'dmn', 'ya', 'nama', 'nya']",liat dftr nama pembully nya dmn ya nama nya
"Kl dlm konteks ini sih lebih ke pergaulan anaknya, semua ortu gk ad yg pengen anaknya jd gini sih.., tp karena public figure yak pasti akan ada konsekuensinta 😂",Kl dlm konteks ini sih lebih ke pergaulan anaknya semua ortu gk ad yg pengen anaknya jd gini sih tp karena public figure yak pasti akan ada konsekuensinta,kl dlm konteks ini sih lebih ke pergaulan anaknya semua ortu gk ad yg pengen anaknya jd gini sih tp karena public figure yak pasti akan ada konsekuensinta,"['kl', 'dlm', 'konteks', 'ini', 'sih', 'lebih', 'ke', 'pergaulan', 'anaknya', 'semua', 'ortu', 'gk', 'ad', 'yg', 'pengen', 'anaknya', 'jd', 'gini', 'sih', 'tp', 'karena', 'public', 'figure', 'yak', 'pasti', 'akan', 'ada', 'konsekuensinta']","['kl', 'dalam', 'konteks', 'ini', 'sih', 'lebih', 'ke', 'pergaulan', 'anaknya', 'semua', 'orang tua', 'enggak', 'ad', 'yang', 'pengen', 'anaknya', 'jadi', 'gini', 'sih', 'tapi', 'karena', 'public', 'figure', 'yak', 'pasti', 'akan', 'ada', 'konsekuensinta']","['kl', 'konteks', 'sih', 'pergaulan', 'anaknya', 'orang tua', 'ad', 'pengen', 'anaknya', 'gini', 'sih', 'public', 'figure', 'yak', 'konsekuensinta']","['kl', 'konteks', 'sih', 'gaul', 'anak', 'orang tua', 'ad', 'ken', 'anak', 'gin', 'sih', 'public', 'figure', 'yak', 'konsekuensinta']",kl konteks sih gaul anak orang tua ad ken anak gin sih public figure yak konsekuensinta
hukum cmm harussbhukum,hukum cmm harussbhukum,hukum cmm harussbhukum,"['hukum', 'cmm', 'harussbhukum']","['hukum', 'cmm', 'harussbhukum']","['hukum', 'cmm', 'harussbhukum']","['hukum', 'cmm', 'harussbhukum']",hukum cmm harussbhukum
yg mana ya anaknya Vincent...penasaran,yg mana ya anaknya Vincent penasaran,yg mana ya anaknya vincent penasaran,"['yg', 'mana', 'ya', 'anaknya', 'vincent', 'penasaran']","['yang', 'mana', 'ya', 'anaknya', 'vincent', 'penasaran']","['ya', 'anaknya', 'vincent', 'penasaran']","['ya', 'anak', 'vincent', 'penasaran']",ya anak vincent penasaran
Yg bully bnyk kenapa yg lain gak di UP min? Vincent trs kan saya sbg ibu penasaran sm para ortu genk T4i tsb,Yg bully bnyk kenapa yg lain gak di UP min Vincent trs kan saya sbg ibu penasaran sm para ortu genk Ti tsb,yg bully bnyk kenapa yg lain gak di up min vincent trs kan saya sbg ibu penasaran sm para ortu genk ti tsb,"['yg', 'bully', 'bnyk', 'kenapa', 'yg', 'lain', 'gak', 'di', 'up', 'min', 'vincent', 'trs', 'kan', 'saya', 'sbg', 'ibu', 'penasaran', 'sm', 'para', 'ortu', 'genk', 'ti', 'tsb']","['yang', 'bully', 'bnyk', 'kenapa', 'yang', 'lain', 'enggak', 'di', 'up', 'admin', 'vincent', 'terus', 'kan', 'saya', 'sbg', 'ibu', 'penasaran', 'sama', 'para', 'orang tua', 'genk', 'ti', 'tsb']","['bully', 'bnyk', 'up', 'admin', 'vincent', 'sbg', 'penasaran', 'orang tua', 'genk', 'ti', 'tsb']","['bully', 'bnyk', 'up', 'admin', 'vincent', 'sbg', 'penasaran', 'orang tua', 'genk', 'ti', 'tsb']",bully bnyk up admin vincent sbg penasaran orang tua genk ti tsb
Habis lu nak di amuk vincent...,Habis lu nak di amuk vincent,habis lu nak di amuk vincent,"['habis', 'lu', 'nak', 'di', 'amuk', 'vincent']","['habis', 'kamu', 'nak', 'di', 'amuk', 'vincent']","['habis', 'nak', 'amuk', 'vincent']","['habis', 'nak', 'amuk', 'vincent']",habis nak amuk vincent
Diangkat jadi duta bully,Diangkat jadi duta bully,diangkat jadi duta bully,"['diangkat', 'jadi', 'duta', 'bully']","['diangkat', 'jadi', 'duta', 'bully']","['diangkat', 'duta', 'bully']","['angkat', 'duta', 'bully']",angkat duta bully
Semangat pak pincen smg jd pelajaran berharga utk ananda,Semangat pak pincen smg jd pelajaran berharga utk ananda,semangat pak pincen smg jd pelajaran berharga utk ananda,"['semangat', 'pak', 'pincen', 'smg', 'jd', 'pelajaran', 'berharga', 'utk', 'ananda']","['semangat', 'pak', 'pincen', 'smg', 'jadi', 'pelajaran', 'berharga', 'untuk', 'ananda']","['semangat', 'pincen', 'smg', 'pelajaran', 'berharga', 'ananda']","['semangat', 'pincen', 'smg', 'ajar', 'harga', 'ananda']",semangat pincen smg ajar harga ananda
"Jangan vincent aja yg di sudutkan, masih ada noh yg bapaknya terkenal",Jangan vincent aja yg di sudutkan masih ada noh yg bapaknya terkenal,jangan vincent aja yg di sudutkan masih ada noh yg bapaknya terkenal,"['jangan', 'vincent', 'aja', 'yg', 'di', 'sudutkan', 'masih', 'ada', 'noh', 'yg', 'bapaknya', 'terkenal']","['jangan', 'vincent', 'aja', 'yang', 'di', 'sudutkan', 'masih', 'ada', 'noh', 'yang', 'bapaknya', 'terkenal']","['vincent', 'aja', 'sudutkan', 'noh', 'bapaknya', 'terkenal']","['vincent', 'aja', 'sudut', 'noh', 'bapak', 'kenal']",vincent aja sudut noh bapak kenal
"Ortu yg lain mana , nongolin biar kita tahu",Ortu yg lain mana nongolin biar kita tahu,ortu yg lain mana nongolin biar kita tahu,"['ortu', 'yg', 'lain', 'mana', 'nongolin', 'biar', 'kita', 'tahu']","['orang tua', 'yang', 'lain', 'mana', 'nongolin', 'biar', 'kita', 'tahu']","['orang tua', 'nongolin', 'biar']","['orang tua', 'nongolin', 'biar']",orang tua nongolin biar
Fokus nya ke vincent aneh nih media yg lain nya up juga dong 😂,Fokus nya ke vincent aneh nih media yg lain nya up juga dong,fokus nya ke vincent aneh nih media yg lain nya up juga dong,"['fokus', 'nya', 'ke', 'vincent', 'aneh', 'nih', 'media', 'yg', 'lain', 'nya', 'up', 'juga', 'dong']","['fokus', 'nya', 'ke', 'vincent', 'aneh', 'ini', 'media', 'yang', 'lain', 'nya', 'up', 'juga', 'dong']","['fokus', 'nya', 'vincent', 'aneh', 'media', 'nya', 'up']","['fokus', 'nya', 'vincent', 'aneh', 'media', 'nya', 'up']",fokus nya vincent aneh media nya up
miskinkan bapaknya😂,miskinkan bapaknya,miskinkan bapaknya,"['miskinkan', 'bapaknya']","['miskinkan', 'bapaknya']","['miskinkan', 'bapaknya']","['miskin', 'bapak']",miskin bapak
Salfok sama tanda silang straight edge ditangannya vincent 😂,Salfok sama tanda silang straight edge ditangannya vincent,salfok sama tanda silang straight edge ditangannya vincent,"['salfok', 'sama', 'tanda', 'silang', 'straight', 'edge', 'ditangannya', 'vincent']","['salah fokus', 'sama', 'tanda', 'silang', 'straight', 'edge', 'ditangannya', 'vincent']","['salah fokus', 'tanda', 'silang', 'straight', 'edge', 'ditangannya', 'vincent']","['salah fokus', 'tanda', 'silang', 'straight', 'edge', 'tang', 'vincent']",salah fokus tanda silang straight edge tang vincent
"Tidak ada pembenaran dan pembelaan buat pelaku bullyng !! Mau anak Artis , anak Pejabat , anak warung . Sikat !! Hukum harus bertindak .. polisi yuk kerja kerja kerja",Tidak ada pembenaran dan pembelaan buat pelaku bullyng Mau anak Artis anak Pejabat anak warung Sikat Hukum harus bertindak polisi yuk kerja kerja kerja,tidak ada pembenaran dan pembelaan buat pelaku bullyng mau anak artis anak pejabat anak warung sikat hukum harus bertindak polisi yuk kerja kerja kerja,"['tidak', 'ada', 'pembenaran', 'dan', 'pembelaan', 'buat', 'pelaku', 'bullyng', 'mau', 'anak', 'artis', 'anak', 'pejabat', 'anak', 'warung', 'sikat', 'hukum', 'harus', 'bertindak', 'polisi', 'yuk', 'kerja', 'kerja', 'kerja']","['tidak', 'ada', 'pembenaran', 'dan', 'pembelaan', 'buat', 'pelaku', 'bullyng', 'mau', 'anak', 'artis', 'anak', 'pejabat', 'anak', 'warung', 'sikat', 'hukum', 'harus', 'bertindak', 'polisi', 'ayo', 'kerja', 'kerja', 'kerja']","['pembenaran', 'pembelaan', 'pelaku', 'bullyng', 'anak', 'artis', 'anak', 'pejabat', 'anak', 'warung', 'sikat', 'hukum', 'bertindak', 'polisi', 'ayo', 'kerja', 'kerja', 'kerja']","['benar', 'bela', 'laku', 'bullyng', 'anak', 'artis', 'anak', 'jabat', 'anak', 'warung', 'sikat', 'hukum', 'tindak', 'polisi', 'ayo', 'kerja', 'kerja', 'kerja']",benar bela laku bullyng anak artis anak jabat anak warung sikat hukum tindak polisi ayo kerja kerja kerja
Ga seru ah kumparan..soal poling pilpres masa ke skip..padahal lebih seru baca komen pilpres netizen yg maha benar terhadap panutan nya wkwkwk,Ga seru ah kumparan soal poling pilpres masa ke skip padahal lebih seru baca komen pilpres netizen yg maha benar terhadap panutan nya wkwkwk,ga seru ah kumparan soal poling pilpres masa ke skip padahal lebih seru baca komen pilpres netizen yg maha benar terhadap panutan nya wkwkwk,"['ga', 'seru', 'ah', 'kumparan', 'soal', 'poling', 'pilpres', 'masa', 'ke', 'skip', 'padahal', 'lebih', 'seru', 'baca', 'komen', 'pilpres', 'netizen', 'yg', 'maha', 'benar', 'terhadap', 'panutan', 'nya', 'wkwkwk']","['enggak', 'seru', 'ah', 'kumparan', 'soal', 'poling', 'pilpres', 'masa', 'ke', 'skip', 'padahal', 'lebih', 'seru', 'baca', 'komen', 'pilpres', 'netizen', 'yang', 'maha', 'benar', 'terhadap', 'panutan', 'nya', 'wkwkwk']","['seru', 'ah', 'kumparan', 'poling', 'pilpres', 'skip', 'seru', 'baca', 'komen', 'pilpres', 'netizen', 'maha', 'panutan', 'nya', 'wkwkwk']","['seru', 'ah', 'kumpar', 'poling', 'pilpres', 'skip', 'seru', 'baca', 'komen', 'pilpres', 'netizen', 'maha', 'panutan', 'nya', 'wkwkwk']",seru ah kumpar poling pilpres skip seru baca komen pilpres netizen maha panutan nya wkwkwk
pasti lebih lah dari 1 tersangka Gimana tho,pasti lebih lah dari tersangka Gimana tho,pasti lebih lah dari tersangka gimana tho,"['pasti', 'lebih', 'lah', 'dari', 'tersangka', 'gimana', 'tho']","['pasti', 'lebih', 'lah', 'dari', 'tersangka', 'gimana', 'tho']","['tersangka', 'gimana', 'tho']","['sangka', 'gimana', 'tho']",sangka gimana tho
12 orang anjir tersangka yg baru di do 3 termksd lego anakny vincent,orang anjir tersangka yg baru di do termksd lego anakny vincent,orang anjir tersangka yg baru di do termksd lego anakny vincent,"['orang', 'anjir', 'tersangka', 'yg', 'baru', 'di', 'do', 'termksd', 'lego', 'anakny', 'vincent']","['orang', 'anjir', 'tersangka', 'yang', 'baru', 'di', 'do', 'termksd', 'lego', 'anakny', 'vincent']","['orang', 'anjir', 'tersangka', 'do', 'termksd', 'lego', 'anakny', 'vincent']","['orang', 'anjir', 'sangka', 'do', 'termksd', 'lego', 'anakny', 'vincent']",orang anjir sangka do termksd lego anakny vincent
Emang lebih dari 1. Udh ada list nama anaknya dan PIC nya,Emang lebih dari Udh ada list nama anaknya dan PIC nya,emang lebih dari udh ada list nama anaknya dan pic nya,"['emang', 'lebih', 'dari', 'udh', 'ada', 'list', 'nama', 'anaknya', 'dan', 'pic', 'nya']","['emang', 'lebih', 'dari', 'udh', 'ada', 'list', 'nama', 'anaknya', 'dan', 'pic', 'nya']","['emang', 'udh', 'list', 'nama', 'anaknya', 'pic', 'nya']","['emang', 'udh', 'list', 'nama', 'anak', 'pic', 'nya']",emang udh list nama anak pic nya
Thank you netizen,Thank you netizen,thank you netizen,"['thank', 'you', 'netizen']","['thank', 'you', 'netizen']","['thank', 'you', 'netizen']","['thank', 'you', 'netizen']",thank you netizen
Gak kaget klo anaknya Vincent,Gak kaget klo anaknya Vincent,gak kaget klo anaknya vincent,"['gak', 'kaget', 'klo', 'anaknya', 'vincent']","['enggak', 'kaget', 'kalau', 'anaknya', 'vincent']","['kaget', 'anaknya', 'vincent']","['kaget', 'anak', 'vincent']",kaget anak vincent
Menunjukkan bahwa sekolah @binusschoolserpong tidak mampu memberantas geng yang ada di dalam lingkungan pendidikan sendiri,Menunjukkan bahwa sekolah tidak mampu memberantas geng yang ada di dalam lingkungan pendidikan sendiri,menunjukkan bahwa sekolah tidak mampu memberantas geng yang ada di dalam lingkungan pendidikan sendiri,"['menunjukkan', 'bahwa', 'sekolah', 'tidak', 'mampu', 'memberantas', 'geng', 'yang', 'ada', 'di', 'dalam', 'lingkungan', 'pendidikan', 'sendiri']","['menunjukkan', 'bahwa', 'sekolah', 'tidak', 'mampu', 'memberantas', 'geng', 'yang', 'ada', 'di', 'dalam', 'lingkungan', 'pendidikan', 'sendiri']","['sekolah', 'memberantas', 'geng', 'lingkungan', 'pendidikan']","['sekolah', 'berantas', 'geng', 'lingkung', 'didik']",sekolah berantas geng lingkung didik
"Gw paling benci bullying, kayak udah pada sempurna aja hidup🙄",Gw paling benci bullying kayak udah pada sempurna aja hidup,gw paling benci bullying kayak udah pada sempurna aja hidup,"['gw', 'paling', 'benci', 'bullying', 'kayak', 'udah', 'pada', 'sempurna', 'aja', 'hidup']","['aku', 'paling', 'benci', 'bullying', 'kayak', 'udah', 'pada', 'sempurna', 'aja', 'hidup']","['benci', 'bullying', 'kayak', 'udah', 'sempurna', 'aja', 'hidup']","['benci', 'bullying', 'kayak', 'udah', 'sempurna', 'aja', 'hidup']",benci bullying kayak udah sempurna aja hidup
"STM dong 😂 gak ada tuh bully bully, kalau tawur iya 😂",STM dong gak ada tuh bully bully kalau tawur iya,stm dong gak ada tuh bully bully kalau tawur iya,"['stm', 'dong', 'gak', 'ada', 'tuh', 'bully', 'bully', 'kalau', 'tawur', 'iya']","['stm', 'dong', 'enggak', 'ada', 'tuh', 'bully', 'bully', 'kalau', 'tawur', 'iya']","['stm', 'tuh', 'bully', 'bully', 'tawur', 'iya']","['stm', 'tuh', 'bully', 'bully', 'tawur', 'iya']",stm tuh bully bully tawur iya
"Kenapa cuma vinsen ,kenpa gak nyebut nama anak pejabat lainnya ,lelogas kan bagian genk ,dan yg bully langsung harusnya yg selalu disorot",Kenapa cuma vinsen kenpa gak nyebut nama anak pejabat lainnya lelogas kan bagian genk dan yg bully langsung harusnya yg selalu disorot,kenapa cuma vinsen kenpa gak nyebut nama anak pejabat lainnya lelogas kan bagian genk dan yg bully langsung harusnya yg selalu disorot,"['kenapa', 'cuma', 'vinsen', 'kenpa', 'gak', 'nyebut', 'nama', 'anak', 'pejabat', 'lainnya', 'lelogas', 'kan', 'bagian', 'genk', 'dan', 'yg', 'bully', 'langsung', 'harusnya', 'yg', 'selalu', 'disorot']","['kenapa', 'cuma', 'vinsen', 'kenpa', 'enggak', 'nyebut', 'nama', 'anak', 'pejabat', 'lainnya', 'lelogas', 'kan', 'bagian', 'genk', 'dan', 'yang', 'bully', 'langsung', 'harusnya', 'yang', 'selalu', 'disorot']","['vinsen', 'kenpa', 'nyebut', 'nama', 'anak', 'pejabat', 'lelogas', 'genk', 'bully', 'langsung', 'disorot']","['vinsen', 'kenpa', 'nyebut', 'nama', 'anak', 'jabat', 'lelogas', 'genk', 'bully', 'langsung', 'sorot']",vinsen kenpa nyebut nama anak jabat lelogas genk bully langsung sorot
"Anaknya donk yg di up ,kenapa vincent mulu ,emng yg lain gak ada bpknya",Anaknya donk yg di up kenapa vincent mulu emng yg lain gak ada bpknya,anaknya donk yg di up kenapa vincent mulu emng yg lain gak ada bpknya,"['anaknya', 'donk', 'yg', 'di', 'up', 'kenapa', 'vincent', 'mulu', 'emng', 'yg', 'lain', 'gak', 'ada', 'bpknya']","['anaknya', 'dong', 'yang', 'di', 'up', 'kenapa', 'vincent', 'mulu', 'emng', 'yang', 'lain', 'enggak', 'ada', 'bpknya']","['anaknya', 'up', 'vincent', 'mulu', 'emng', 'bpknya']","['anak', 'up', 'vincent', 'mulu', 'emng', 'bpknya']",anak up vincent mulu emng bpknya
Min tolong up foto anaknya sama bapak² nya juga jangan cuma Vincent aja,Min tolong up foto anaknya sama bapak nya juga jangan cuma Vincent aja,min tolong up foto anaknya sama bapak nya juga jangan cuma vincent aja,"['min', 'tolong', 'up', 'foto', 'anaknya', 'sama', 'bapak', 'nya', 'juga', 'jangan', 'cuma', 'vincent', 'aja']","['admin', 'tolong', 'up', 'foto', 'anaknya', 'sama', 'bapak', 'nya', 'juga', 'jangan', 'cuma', 'vincent', 'aja']","['admin', 'tolong', 'up', 'foto', 'anaknya', 'nya', 'vincent', 'aja']","['admin', 'tolong', 'up', 'foto', 'anak', 'nya', 'vincent', 'aja']",admin tolong up foto anak nya vincent aja
